"guildID","channelID","msgID","starboardID"
"1141116981697859736","1141116983358804118","1146533417102610472","1146533997845942365"
"1141116981697859736","1141116983358804118","1146935982524997695","1146936329658191882"
"1141116981697859736","1141116983358804118","1146936568339247176","1146936698505265283"
"1141116981697859736","1141116983358804118","1146937387985936514","1146937461444984933"
