"guildID","msgID","lösung"
"979481422815440897","1022865307448115272",Glühwürmchen
"1014445347713593354","1023243348212981810",Impfung
"989961082833608795","1023478476034035762",Lichterkette
"981566048954376202","1023501170779623454",Hochzeit
"1004823864653647984","1023630753214513202",E.T.
"773961545146433537","1023652941233668216",Paramount Pictures
"1005575214068944936","1023702590426447952",Hochzeit
"1015566956885192734","1023942263157571594",Flaschenpost
"993232935949975632","1024008981028552704",Dortmund
"984928443173068880","1024013362268475443",Rettungsdienst
"960991044302946354","1025053147036647496",mathe
"949612614466535424","1025083079666188370",Alter Schwede
"854072033494958112","1025111452832510003",Reitturnier
"1020719124478968019","1025119436476252160",Liebeskummer
"940291686783926272","1025123138574495754",Brexit
"966811756376776724","1025261521334444083",Life of Pi
"998640957211820133","1025387977561620491",Zeitreise
"1015556873648341023","1025680562473676822",Dracula
"1014140264270545016","1025802571228663919","99 Luftballons"
"1064193343413825576","1103039292361670687",Feuerblume
"1023650258032525322","1103340203600519219",Dirty Dancing
"1103145290158051409","1103461210541797428",Hexe
"1101244141758861422","1103772702097023147",Hitzewelle
"1047432819300904971","1104096898547191939",Wissenschaft
"1044343444899901562","1104097394108411995",Zeit ist Geld
"1044343444899901562","1104097866483519621",Cowboy
"955794727784034334","1104363258753855529",heiß
"1103653754294767759","1105099521379291166",Liebe macht blind
"1103653754294767759","1105100173065060382",King Kong
"1103653754294767759","1105100574975860827",Taschenlampe
"1068934260729319484","1105172624633507890",Zwiebelringe
"1026202595125104651","1105194210757443664",Spiderman
"1026202595125104651","1105194217908748288",Pferderennen
"1071575196135337994","1105370954139451405",Baumhaus
"1105377750157631560","1105425900205506580",Schlüssel
"1105377750157631560","1105784850318884904",Fußball
"1072105544950763592","1106276168509960272",Krieg
"1097423390668759070","1106990235163824239",Geschenkkarte
"1102982196496699414","1107008294557597789",Heiratsantrag
"1105893916634529792","1107010016243888178",Arielle
"1099347634357018779","1107123635220660356",Happy Meal
"1105893916634529792","1107357258897174679",Rettungsdienst
"962789473324765204","1107540917717577808",Ruhe in Frieden
"1097795397390434304","1107968766526095390",Dirty Dancing
"1099037921086017548","1108448072570241124",Autobahn
"1013540946052382942","1108482522330964098",Vulkanausbruch
"1053752510772420698","1108714740047433808",Krieg
"966597776832069662","1108750538390130768",Geschenkpapier
"955794727784034334","1109819332051095593",Geld regiert die Welt
"1105475162448609412","1110622708380745759",Hotdog
"771473974328426516","1111403497045364818",Geburtstagskind
"1111641898357096490","1111656413421391986",Froschkönig
"1111637956009132114","1111696863666655402",Liebe macht blind
"1108726404662702151","1111740535967846410",Kugelschreiber
"1017109101773332571","1111902918896005150",Feuerwerk
"1109236773135065138","1112643808476274728",Springreiten
"1102170939594125403","1112773103731364032",Sonnenfinsternis
"1070405553911763075","1112802608889999441",Paris
"1036997770294345778","1112858148471050250",Paramount Pictures
"960055508415426570","1112977517343678564",Türsteher
"1062813655063867524","1113007506554359829",Geburtstagskind
"1112085823001731184","1113147274193813616",Schneeballschlacht
"1065307487823200256","1113412396892029018",Katze
"1061431974113320971","1113559803634130954",Tom und Jerry
"1059273964460982322","1113629321052049568",Reitturnier
"1113419787859673218","1114011838380773376",New York
"829790315636326400","1114321900307480707",Blitzlicht
"994332164768403596","1114535824495751198",Autobahn
"1038737168870416384","1114550559899402361",Pinocchio
"852549862330335292","1114638882357661727",Squid Game
"852549862330335292","1114640200866480350",Zwiebelringe
"1114506393421086730","1114877331060834435",Springreiten
"1115242821662810142","1115341647169998909",Löwenzahn
"1114620977310089371","1115348439925002290",TicTacToe
"1109458518018371744","1115678019655303260",Crocs
"993991035485179954","1115741054247903334",Dschungelbuch
"1112653905734668318","1115855785759621170",Blumenerde
"1114845804675473438","1115972586363428895",Brexit
"1116803375959388310","1116826022441123901",Silvester
"1112414357876391989","1116962371877998602",Geschenkkarte
"1077358741969698896","1117156436653396048",Popcorn
"1077358741969698896","1117156533038485654",Hennes
"1077358741969698896","1117157044621938697",Hundeschule
"1077358741969698896","1117157478786928650",Nagetier
"1076607061967765584","1117491491854630912",Die Reise zum Mittelpunkt der Erde
"1117497871047082106","1117507425961005237",unglück
"1093039748282589294","1118188090377388032",Katze
"1109913328119189514","1118207616938672290",Paintball
"1052597522666897518","1118612628873420861",Regenwurm
"1110990601836580924","1118939623754825780",Bluetooth
"1079095182978469908","1119080948768714783",Kameramann
"1112323213423300669","1119225216518860910",Sandmann
"937793977892077668","1119284757411410061",Stille Nacht
"1001160387091238932","1119362309941383318",Rettungsschwimmer
"1103382231709397062","1120293206832205854",Herz über Kopf
"1113822940937596989","1120323219988168704",Hexe
"1120401830757806232","1120406083995979928",Postbote
"1023565371086741534","1120742881490124870",Geburtstermin
"1118231376399958098","1120760122436759612",Fahrschule
"1118231376399958098","1120760256599965738",Happy Meal
"929162256984469558","1120765369603338263",Klimawandel
"1107751716234989699","1121106448634613830",Pingpongball
"1110180203793223821","1121143689327157359",Schokobrötchen
"1121093703008792598","1121740862351736865",Squid Game
"1057609802387304499","1121742208987566100",E.T.
"1121093703008792598","1121775841626558504",Zauberer
"872478257151344690","1121824724557762716",Aufzug
"1108009982542221382","1121847515029966909",Zyzz
"1036971288599740510","1122131659354030150",Arielle
"1023188465682235393","1122280570320338996",Altersheim
"1058166200556851221","1122451224814440539",Reitturnier
"1113064827116589136","1122731833851908117",Fitnessstudio
"655800065226440725","1122970939173388423",Blutorange
"1122968746999431269","1122999754125746216",Casino
"1011729497571201104","1123285126097412116",Blutorange
"1122870351194505236","1123311700007977020",Copyright
"1030806391331508265","1123626201118945290",Firefox
"1123618875783778304","1123634028285800488",Sex and the City
"702253073648713739","1124036667125284995",Disney
"1005878586072367104","1124346066062557235",Tennissocken
"1005878586072367104","1124346629894439124",Herz
"1005878586072367104","1124346871528296521",Zeit ist Geld
"1088541143748333650","1124436685929852938",Life of Pi
"1021766119440257044","1124618833206972477",Blindenhund
"1122902197835927698","1124692265743437885",Albtraum
"1061674451965583420","1124707213429198858",Discord Bot
"1069544761054220289","1124809063562236026",Need for Speed
"1088541143748333650","1124821451699142658",Blutorange
"1115943092852375653","1125087395914723328",Hausarzt
"1114843626078474270","1125090968325079040",Arielle
"1096848129711669268","1125298747342069852",Vulkaneruption
"1076501989472604160","1125313037889441833",Albtraum
"1076501989472604160","1125313446712446976",Paris
"1115943092852375653","1125356816398823464",Erntezeit
"1092093019760623626","1125418169339752488",Einhorn
"1122896633206689902","1125683253672693862",Koch
"916429769007067157","1126489366047498241",Verwirrt
"1125108999533105313","1126553491532427285",Peking
"1007205011064897536","1126576295518671010",Berlin
"1007205011064897536","1126576664839737364",Roboter
"1007205011064897536","1126576822948200549",Uno
"1125108999533105313","1126615824191455426",Superman
"842043065082052659","1126799613282754622",Fähre
"1112749900241829939","1126849514825842808",Tokio
"1126824822371004509","1127197287584632874",Dornröschen
"1068934260729319484","1127234452813250581",Queen
"1068934260729319484","1127234981484306523",Country
"912454427162578964","1128034821357183007",Amelia Earhart
"1102623384384315514","1129212611846742066",Die Bibel
"1072465470336274523","1129331717321281546",Electronic
"981095284643881000","1129491027418431519",Der Herr der Ringe
"1101582881681326181","1129884443587399780",Marie Curie
"1074565538040254485","1130067045711614024",Oprah Winfrey
"1124307052953616384","1130423890728980480",Der Pate
"1097485864403210322","1130427044484874261",Der Pate
"1129450956568936599","1130507149601165313",AC/DC
"1130823157373218906","1131126816019599482",Wonder Woman
"947853231495721030","1131338494594269215",Queen
"1021415597713658018","1131395300649603112",Der Pate
"1131575135648882888","1131594752744230943",Tennis
"1130135249674850374","1131929828715663360",Matrix
"1132042673230987296","1132068846631657502",Künstliche Intelligenz (KI)
"1100508351206543482","1132328568102338611",Pride and Prejudice
"1115634194991820890","1132613506856914986",Reggae
"1132605437942968390","1132988619284549652",Künstliche Intelligenz (KI)
"1057780351818281020","1132998264308891709",Der gestiefelte Kater
"1072600963946381332","1133073225367175259",Der Pate
"1097921696750637166","1133107171178057731",Queen
"1068934260729319484","1133405030767136828",Fähre
"1097882210746515566","1133497084927037491",To Kill a Mockingbird
"1133748394070921236","1133754918017179709",AC/DC
"1132065151240122388","1133785196731318343",Sommer
"1122873632771801211","1133836703182889020",Überrascht
"1133845885181243502","1134035760132145162",Roboter
"1007205011064897536","1134073072891215934",Captain America
"1129450956568936599","1134260903714504715",Aschenputtel
"1103777897342316576","1134377583715303504",Übergangsjahreszeit
"1120634356558479382","1134866455947653181",Spider-Man
"1059249223381557369","1134949520485130260",Der Herr der Ringe
"797515422668292167","1135147353876221992",Eifersüchtig
"1107755234886955030","1135478449679646730",The Rolling Stones
"955794727784034334","1136040720864645153",Moskau
"1061431974113320971","1136364724800475296",Jurassic Park
"1060241708228558899","1136594570025635975",Lesen
"948595942448320653","1136609876479586314",Die Bibel
"893782917619273788","1137071343737770134",Inception
"1008126803812036720","1137569057311297656",Der kleine Prinz
"640536364324093954","1137659990753161226",Virtual Reality (VR)
"1137710746382368808","1137794638376357939",Pinguin
"1137007047796330647","1137815566611136523",Singen
"1117850075159351370","1138863197953200198",Stolz und Vorurteil
"1137696385647509534","1139276669379678381",Der Froschkönig
"1139265036997636226","1139282554827046953",Der Wolf und die sieben jungen Geißlein
"1089221438185144440","1139305927145693286",Marie Curie
"1092832016824799315","1139338555576041532",Metallica
"1132029929664557068","1139445429625421904",Blütezeit
"1122104330347090010","1139558265877966848",Überrascht
"1024658010309677066","1139576735764058112",Country
"1138774774756151357","1139593466888855655",Sydney
"1089328006880833626","1140054129893454004",Fähre
"971131470888448020","1140454416781168710",Rock
"1060617194880385186","1140624498295582742",Reisen
"1089141935442231346","1141272316886667265",Klassik
"1094756829805957232","1141416198035230861",Löwe
"958014031157927957","1141623874820247573",Blütezeit
"1108139415097839636","1141844341833334874",U2
"1096139477983965347","1142155224274980914",Ebbe und Flut
"1136298889469767760","1142186612302807050",Regenzeit
"1081989000220385371","1142278427018264657",Twister
"1110616763655278706","1142705857428197386",Red Hot Chili Peppers
"988081985488564266","1142710142555664414",Tropische Jahreszeit
"810089469314990101","1143110317237346354",Twister
"1060617194880385186","1144212696867295394",Motorrad
"1110855241181708339","1144224273725145158",Hänsel und Gretel
"933769612120694854","1144716353341771866",Ängstlich
"971441719222599720","1144860958171340800",Country
"1136230317288595467","1145472888489652284",Der Fänger im Roggen
"1080863154382307380","1146055882338226246",Schwimmen
"1061892417760022549","1146131989901099138",Der kleine Prinz
"1089989933969715280","1146611060611223613",U2
"1141786368247345302","1146872836418457640",Black Panther
"1146857490030538942","1146888275659866232",Fotografieren
"1087015502276198420","1147639561548210216",Fotografieren
"1089280831702446180","1148157732218732554",Tropische Jahreszeit
"1079807502113316896","1149021095786197134",Künstliche Intelligenz (KI)
"1150038774600962209","1150094278874374174",Oprah Winfrey
"1104358848724221993","1150097909317111858",Berlin
"935191408430698506","1150142300035489853",Black Panther
"1136783307925885028","1150317468997406780",Tennis
"1136783307925885028","1150319472037601342",Forrest Gump
"1148919973218107455","1150837966906867834",Blitz
"1143536804625133683","1150867542286545049",Coco Chanel
"1010715587581853897","1151473932902346772",Der gestiefelte Kater
"1105975007512907847","1151484586497409074",Barcelona
"745625154914353152","1151644280071397478",Volleyball
"1047228829866938480","1152160685619429437",Coldplay
"1116745510989074442","1152846658904805428",U2
"1148950718015873064","1153035377762914405",Inception
"1009805762391986278","1153041656740839565",Black Widow
"916803422005653554","1153195215683854457",Kapstadt
"1119369841694998568","1153321371359793282",Tropische Jahreszeit
"1087015502276198420","1153355257196314654",Peking
"1153207350358982728","1153376673824243792",AC/DC
"1121427167721558107","1153686537368780901",Tablet
"979917613473886228","1153931727362871296",Stolz
"1154112451017723974","1154120901709811712",Dornröschen
"1097849240954355784","1154404004353298462",Rio de Janeiro
"838747308317212672","1154824732055715901",Musiker
"1093901872592588940","1155204850510999603",Der gestiefelte Kater
"1113109061785878532","1155430236759007332",Country
"1134555435773464608","1155826574537531442",Der Fänger im Roggen
"1155094119933280276","1155827094484430869",Zug
"1114788618536488960","1156086350408327198",Steve Jobs
"1062418691100258365","1156122368431890483",Übergangsjahreszeit
"1124269928464265407","1157775077216100412",Eifersüchtig
"1154821230269059103","1158303655326388335",Künstliche Intelligenz (KI)
"1097430178499674185","1158502474269855915",Fahrrad
"1137103688784154654","1158846399534858360",R&B (Rhythm and Blues)
"1143305728317210644","1159616651734564914",Gärtnern
"1117158090391957756","1159808705127264347",Oprah Winfrey
"951776421355868231","1159854351074992169",Matrix
"1157959812273930311","1160224725637812264",Monopoly
"967165248685621388","1160685562718584902",Motorrad
"1009559287858737284","1161228925943431229",Hip-Hop
"1123320992601755691","1161311979969970236",Kapstadt
"1161050508992200806","1161387962626478123",Übergangsjahreszeit
"1161211845168869379","1161659071871598734",Tablet
"1103316644631154710","1161747348712595456",Titanic
"1157439350196424816","1161765585420558366",Kapstadt
"1157439350196424816","1161765739481534474",Coldplay
"1155091139402153994","1162118413037088809",Virtual Reality (VR)
"1103316644631154710","1163541538161299607",Schwimmen
"1133778252662587465","1163898346721771587",Linkin Park
"1163175846199177408","1163910001870508112",U2
"830459637667987486","1164298766615056486",R&B (Rhythm and Blues)
"931796676774092842","1164522353590534204",Ängstlich
"1129435840301510746","1164535769080266782",Regenzeit
"1092380411046412330","1165547311405989918",Metallica
"1079844275359060088","1165578753590710363",The Rolling Stones
"1153320944463519835","1165638615083270154",The Rolling Stones
"1142119099309228092","1166085873671086081",Sydney
"1154837719151808642","1166113219790766080",Der gestiefelte Kater
"1166121377615585340","1166199899042361465",The Rolling Stones
"1074560635389624321","1166470927966548038",Jurassic Park
"1074340944012390410","1166594012073959464",Der Pate
"1142119099309228092","1166752526570364979",Der Fänger im Roggen
"1095133511683411978","1166767703911039049",R&B (Rhythm and Blues)
"1142485851587235951","1166781804817162271",Klassik
"809043069608919070","1166837966505771101",Albert Einstein
"1122266417908174971","1167106460124196914",Stolz
"1111297351928270868","1167124664515047435",AC/DC
"1167361470040920074","1167364054336151584",Steve Jobs
"1123624155682709534","1167418069484838984",U2
"1057425944807211050","1167798726522306592",Übergangsjahreszeit
"1088496562281394226","1167820976847851533",Queen
"1165443516441313410","1167842749983228015",The Rolling Stones
"1154611308801564745","1167960169469198427",Der kleine Prinz
"1065266225921392710","1168654582746992761",Coco Chanel
"1038067079938576394","1168677598897917973",Black Widow
"1068527714627231834","1168830594415853658",AC/DC
"1167116520841818255","1168889237488275456",Fußball
"1107735209056677928","1168905153433321512",Der Herr der Ringe
"1168909869097680987","1168935461574688769",Pride and Prejudice
"1168909869097680987","1168936035250606183",Feuerwehrmann
"1168909869097680987","1168936758004695170",Kamera
"1168909869097680987","1168937162809540708",Reggae
"1168909869097680987","1168938173947191491",Paris
"1168909869097680987","1168940582299783299",Elefant
"1168909869097680987","1168950908751728703",Volleyball
"1168909869097680987","1168951215783149690",Moskau
"1168952119907340350","1168984150326395043",Tropische Jahreszeit
"1168952119907340350","1168984894496587786",Schach
"1168952119907340350","1168985212236091472",Fahrrad
"1168952119907340350","1168985634048847913",Scrabble
"1169037870686814248","1169038460720513125",Tokio
"1169037760057835681","1169039656130715653",Iron Man
"1169037810339168377","1169039688724656279",Poker
"1169037840798199838","1169040339806470164",Flugzeug
"1089280831702446180","1169196423682728026",Computer
"1089280831702446180","1169196629560131637",Journalist
"1043892562760564757","1169217864650211478",Steve Jobs
"1062024439153295481","1169241533464182804",R&B (Rhythm and Blues)
"1039141686623883264","1169279159525187774",Übergangsjahreszeit
"1132633003068244021","1169342140581683331",Michael Jackson
"1168985756677722142","1169362887777734667",Motorrad
"1136271955192991857","1169420099132850247",Die Schöne und das Biest
"1169363874898771988","1169549961231347752",Erntezeit
"1113860538531848223","1169948792028680222",Tokio
"1044625104379858944","1169967017932116041",Fotografieren
"1055127396170346587","1170039788221513771",Übergangsjahreszeit
"1159896999336882176","1170054415911243909",Der Herr der Ringe
"1083998012554084412","1170057860714086450",Virtual Reality (VR)
"925729625580113951","1170074536985772143",Reisen
"1002607913212313620","1170119299189456936",To Kill a Mockingbird
