"guildID","channelID","name","username","format"
"925729625580113951","1127157434784432240",Vincent,vncnt.,"**%ycn (@%ycun) hat ein neues Video hochgeladen.**
Los, check es aus!!
%link"
"1125066301417734176","1139146986797404221",csyon,csyon,https://www.youtube.com/@CSYON
"1130135249674850374","1130136016318107789",werbelink,werbelink,hi
"1117063076085256222","1117063076085256225",https://www.youtube.com/channel/UCFbHxX2RODiwuFlHemqsGBQ,SimplyCrafter,%ync Hat ein video Hochgeladen schau es unter %link An!
