"userID","zeit","guildID"
"870594412990840852",1964,"998640957211820133"
"919747347112656958",4397,"640536364324093954"
"979480229930209411",1579,"983806829165420596"
"1004804726497476679",580,"983806829165420596"
"906831030915330078",1232,"999561154655440928"
"852903649277378620",701,"998640957211820133"
"826877276226453515",1842,"999561154655440928"
"932669935266713662",1332,"993887751785168906"
"932668912485666906",1324,"968206148413063238"
"913831583868411975",1355,"998640957211820133"
"732136954325499957",863,"998640957211820133"
"709383987432390759",661,"998640957211820133"
"968512882134364231",1430,"998640957211820133"
"331887450135986178",1071,"998640957211820133"
"660100489152561166",1440,"998640957211820133"
"849626348117164082",1760,"983806829165420596"
"941750986551205930",788,"925729625580113951"
"1005234184031318138",1751,"918792098805870592"
"792096088021794866",1350,"967408995809759232"
"981898944017739836",1591,"925729625580113951"
"699922189679591474",1115,"998640957211820133"
"729391639780655114",1105,"977912970417946624"
"925730068221808670",1187,"977912970417946624"
"1004476670280990752",1122,"977912970417946624"
"1013502077810528305",2029,"968206148413063238"
"1011116067067809833",1651,"977912970417946624"
"1012996346388676638",1715,"998640957211820133"
"828646971139948556",508,"968206148413063238"
"789147093029093406",1384,"968206148413063238"
"693108996399431781",1619,"1014116444897804408"
"989617419406422026",1329,"998640957211820133"
"802123814896664577",1648,"1003577766173753374"
"869268801194196994",1280,"1003577766173753374"
"1001826064189902989",1548,"1003577766173753374"
"828912418570108939",506,"1003577766173753374"
"845694254160543764",2039,"1003577766173753374"
"693523513792790648",1541,"1014116444897804408"
"947529541834903582",2148,"1019243091267424287"
"695380640312459416",634,"968206148413063238"
"874966618965413908",1244,"999561154655440928"
"891631500401975316",532,"1003577766173753374"
"788727547344846849",1869,"1003577766173753374"
"920142997725786153",2090,"1020719124478968019"
"998270798114603018",2274,"998640957211820133"
"940623992333692968",2173,"993887751785168906"
"722733221401460806",1723,"1021766119440257044"
"890653069736566794",1366,"1021766119440257044"
"796423581009051649",3001,"1021766119440257044"
"708260801760198746",831,"1021766119440257044"
"953361295976054786",1663,"960991044302946354"
"978259343252267048",2376,"999561154655440928"
"898563606877208607",1331,"998640957211820133"
"834696715436032042",4759,"960991044302946354"
"577200261668274180",1303,"999561154655440928"
"960791859091869716",1866,"983806829165420596"
"993187056312389702",1580,"998640957211820133"
"817782993489756250",1026,"998640957211820133"
"931795662704615444",1112,"961814131516780605"
"960835344209678347",1451,"960991044302946354"
"920352224150974484",2470,"960991044302946354"
"393146666695262218",1699,"655800065226440725"
"962784016145199195",2469,"1047228829866938480"
"886950607787819048",2099,"975118914667315302"
"699219409922818054",1778,"975118914667315302"
"977483570337705984",1126,"975118914667315302"
"812992994293579786",1079,"975118914667315302"
"950066652953841715",1702,"975118914667315302"
"888801873220485171",859,"975118914667315302"
"802804417912897536",1375,"975118914667315302"
"697051896187453491",1436,"975118914667315302"
"921849241029189663",2023,"975118914667315302"
"888107693368307755",1543,"975118914667315302"
"1000129810795872366",1661,"1110616763655278706"
"1093824028877279282",2219,"1034903696271753266"
"1043559029072462074",1891,"1061674451965583420"
"1058776448564998204",1480,"1061674451965583420"
"906574383135465473",2120,"1072523029046886470"
"1066371479714943039",1503,"1097882210746515566"
"941998396934340619",2398,"994332164768403596"
"213802701283262465",1562,"1034903696271753266"
"823906525054763010",2317,"1047228829866938480"
"1057349096349896834",1616,"1096139477983965347"
"861164825308037141",2391,"1057425944807211050"
"925431267921633340",1793,"1057425944807211050"
"812384003516137562",1494,"1057425944807211050"
"1058921294768386090",3317,"1097882210746515566"
"810648022240591893",3015,"1034903696271753266"
"987665750363881563",2606,"1034903696271753266"
"928460632905359422",2121,"929162256984469558"
"1091161990489182248",7907,"1104358848724221993"
"1070395941053538354",813,"1072600963946381332"
"959846626149671042",1518,"1072600963946381332"
"828729080375017502",2596,"1072600963946381332"
"1032261764752097310",3011,"1102982196496699414"
"474607788799033405",1437,"1072600963946381332"
"1019973878698758144",1650,"1072600963946381332"
"1091354448149893310",1797,"1072600963946381332"
"752106004337918002",1794,"1105527232358776852"
"913893214568714340",2115,"1105527232358776852"
"658731024309682187",1667,"1079807502113316896"
"835080062181048321",1580,"852549862330335292"
"921705064115085342",2072,"1100849835105587203"
"213586333677912064",3239,"1034903696271753266"
"1076828604362674277",2497,"1031230684146171944"
"1042781225074556999",3079,"1031230684146171944"
"800387017850224660",849,"925729625580113951"
"976156443675873361",989,"925729625580113951"
"892771324735406150",1003,"925729625580113951"
"959775346989879347",1576,"1062418691100258365"
"951437400415019038",3064,"1062418691100258365"
"1048322661111038113",1470,"955794727784034334"
"935166287636746241",2898,"955794727784034334"
"1004055544434278580",1798,"955794727784034334"
"993928827334054089",2355,"955794727784034334"
"1077162867385700433",2139,"1110616763655278706"
"1085953182309556264",2804,"925729625580113951"
"1048546700945543230",1836,"1110616763655278706"
"1007570598806962206",1917,"925729625580113951"
"671410324368523266",1497,"1110616763655278706"
"853496611312369664",3161,"1110616763655278706"
"865714751728123954",1940,"1110616763655278706"
"869903818027040788",1573,"955794727784034334"
"815266338935013387",2201,"1110616763655278706"
"988502572404969552",3077,"925729625580113951"
"952498794388422686",1371,"1110616763655278706"
"1067204055929192548",2571,"1091488192353554485"
"506039613731897344",2537,"925729625580113951"
"852887827770245121",1232,"1109236773135065138"
"698140854606364752",1092,"424464787825491968"
"544926802225922061",1265,"1109236773135065138"
"1110795078877859903",1401,"925729625580113951"
"760925074290245681",2812,"1109236773135065138"
"929767808152240149",4071,"1112323213423300669"
"752919123989757962",2252,"1085651827476934667"
"922855457989730374",4809,"1110616763655278706"
"792482675410599946",1672,"1104358848724221993"
"1099559784392433684",2687,"1110616763655278706"
"749889763917430806",2226,"1034903696271753266"
"957014570562641980",1678,"1034903696271753266"
"844891069602594817",1558,"975118914667315302"
"721846940001763490",2190,"1002607913212313620"
"935947000984268850",2825,"1002607913212313620"
"335898276652122122",1613,"1002607913212313620"
"841967224658984962",2010,"1044625104379858944"
"815843018048798741",1748,"1034903696271753266"
"1057292216600629348",3308,"955794727784034334"
"1071839172685475850",1770,"1110616763655278706"
"1096828979845009529",2161,"925729625580113951"
"1096473375062376600",1814,"1034903696271753266"
"1113347598565249065",1844,"1110616763655278706"
"817697524403273758",2194,"1034903696271753266"
"832177394776539146",2547,"955794727784034334"
"839860387604070432",1991,"1110616763655278706"
"1028626279651610626",1638,"1110616763655278706"
"970226616598954004",1808,"1110616763655278706"
"1014674580222267553",1984,"1034903696271753266"
"694862325680832522",1574,"955794727784034334"
"1111667550930087996",2058,"1110616763655278706"
"947400397990002689",1477,"925729625580113951"
"938413381998759996",1022,"1123912444515991622"
"842024086783262762",2326,"1034903696271753266"
"825036557584302100",1310,"955794727784034334"
"1019835713476382740",1920,"1034903696271753266"
"834328545953972264",1647,"1034903696271753266"
"1073669164939624498",1340,"1034903696271753266"
"792090920190738443",1930,"1034903696271753266"
"193393795159687169",1879,"951776421355868231"
"1032734414779719801",1927,"951776421355868231"
"1013519098669441136",1802,"951776421355868231"
"1037664772843389000",2035,"955794727784034334"
"1074086853902336132",3227,"1034903696271753266"
"1077629825650532492",2484,"424464787825491968"
"1001102768058138654",1597,"1061674451965583420"
"1081477271094820874",3242,"1103382231709397062"
"1077487674287460422",2548,"1034903696271753266"
"618115773700898850",1971,"951776421355868231"
"590985289720397836",2145,"1023188465682235393"
"1113859414680686652",3001,"925729625580113951"
"1117385518666231850",1756,"1088541143748333650"
"902910933624561745",2091,"1088541143748333650"
"801849926022987796",1743,"1088541143748333650"
"585098558928191488",1961,"1088541143748333650"
"785391024654385222",2202,"1088541143748333650"
"364158836837318666",2606,"1102982392593010711"
"710128965930451037",1648,"1088541143748333650"
"536942171203305482",2476,"1088541143748333650"
"1073582376610967602",3768,"925729625580113951"
"585549535800066108",1945,"955794727784034334"
"873234979239383040",1237,"925729625580113951"
"764902270718050395",2917,"967165248685621388"
"543403726677868544",2215,"955794727784034334"
"755112341548433489",1984,"955794727784034334"
"1033032855825174628",2070,"955794727784034334"
"897641092697186336",1885,"925729625580113951"
"1031107513648689232",1094,"1126404813668749344"
"791769659477065809",4436,"1126404813668749344"
"847352850812370954",2943,"1047111184064716861"
"1016414641582248137",1871,"1047111184064716861"
"766021027590832228",1038,"1088496562281394226"
"1121306481631961088",1436,"1089141935442231346"
"1026129512490082376",1684,"925729625580113951"
"1030899365327409163",2331,"1088496562281394226"
"789997689605324881",1250,"955794727784034334"
"912736508916674631",2360,"955794727784034334"
"668096717215891456",1759,"955794727784034334"
"871518019891900426",2889,"916803422005653554"
"867071987549732924",1603,"1110616763655278706"
"1100119169262960641",1997,"1110616763655278706"
"1111284412064215210",2180,"1110616763655278706"
"1078554768642945064",2451,"1062418691100258365"
"895266542768521276",1340,"1110616763655278706"
"817008971897634826",4815,"1110616763655278706"
"967731106730377236",1329,"1110616763655278706"
"441260395416780820",2104,"925729625580113951"
"851507992259199006",1662,"1117053462551744615"
"696984402890326026",2782,"1110616763655278706"
"1017148323326611599",1209,"1099766722275311716"
"1091423409927360522",943,"1127663049407479908"
"775038290269044756",1890,"1099766722275311716"
"732558791412940830",1285,"1099766722275311716"
"978739126088114246",1539,"1127663049407479908"
"886186383029469204",1551,"1099766722275311716"
"789555434201677824",1874,"925729625580113951"
"801510358216474624",2871,"1096139477983965347"
"1035559026936787085",2339,"1055127396170346587"
"546416675038167043",1731,"1055127396170346587"
"1066642776667734036",2605,"955794727784034334"
"943125386378764318",2257,"1068934260729319484"
"750668300761169921",1763,"1068934260729319484"
"712742771915489364",2068,"1089989933969715280"
"1100819840207429742",1702,"1089989933969715280"
"1086604039506116719",1566,"1089989933969715280"
"469882393378029581",7381,"1124269928464265407"
"1079845842317488269",2049,"1124269928464265407"
"357982155860869132",1775,"1124269928464265407"
"1141320738037571697",2014,"1062813655063867524"
"1002899525473665044",2500,"1062813655063867524"
"1148561291426930699",2258,"1062813655063867524"
"1123576186694553671",4074,"1113860538531848223"
"1012066314824728706",2402,"1088496562281394226"
"1118532997365383189",2188,"1143283100315570176"
"1057039652923650159",1131,"1150154779847299155"
"1153560185831432232",1003,"1161211845168869379"
"1153337820073689109",1025,"1153320944463519835"
"806585313648050197",2074,"1099766722275311716"
"897906235725209620",1783,"1114943381949382667"
"920003528913747968",980,"1153320944463519835"
"1032319348330737815",3070,"1157439350196424816"
"1015912419073204306",1755,"1153320944463519835"
"836215040863633438",2172,"1153320944463519835"
"663452342028337182",2715,"1162684017968152716"
"961252953413525504",1038,"1110616763655278706"
"1044264123367686296",1722,"1110616763655278706"
"694556970593812570",3287,"1157439350196424816"
"1025342828324323328",2844,"1159896999336882176"
"569794468157456414",1588,"1148651278226948268"
"1057005155620487298",3107,"1110616763655278706"
"955054191234150470",2692,"1110616763655278706"
"802332226967961611",1559,"1104143779801333922"
"1136915195772534916",2044,"1153320944463519835"
"282256653703839746",2851,"1021415597713658018"
