"anzahl","userID","gwID","guildID"
3,"981474299036725268","1007339878478000221","957242463284764732"
6,"731898611658522665","1007339878478000221","957242463284764732"
1,"771417770385473556","1007339878478000221","957242463284764732"
18,"758310062312914974","1009031743308828712","973289734057132092"
3,"780046923712823317","1010633809600979044","993465450484731925"
3,"510924791272964096","1009031743308828712","973289734057132092"
2,"455037048299061268","1009031743308828712","973289734057132092"
12,"1010543144909144074","1009031743308828712","973289734057132092"
1,"824378909985341451","1011234702935466105","925729625580113951"
10,"1007682812213731369","1009031743308828712","973289734057132092"
1,"679706007219339376","1011234702935466105","925729625580113951"
3,"943500250306478100","1009031743308828712","973289734057132092"
2,"920350440837759046","1009031743308828712","973289734057132092"
1,"1004574265766580275","1009031743308828712","973289734057132092"
5,"1008975489962082374","1009795213285400666","996846430834659388"
1,"850397884792045648","1009795213285400666","996846430834659388"
11,"963303356443529246","1011635408242753576","964485182637871104"
2,"792484163684532274","1011635408242753576","964485182637871104"
1,"824378909985341451","1011704884074127430","925729625580113951"
353,"841215181857751071","1011964609139331082","903725994907693096"
3710,"809739434537910283","1011964609139331082","903725994907693096"
115,"666063593162145816","1011964609139331082","903725994907693096"
1,"602846728147959808","1011964609139331082","903725994907693096"
12,"738341276478341132","1011964609139331082","903725994907693096"
3698,"809739434537910283","1011966074251661403","903725994907693096"
463,"815884098693496892","1011964609139331082","903725994907693096"
463,"815884098693496892","1011966074251661403","903725994907693096"
112,"666063593162145816","1011966074251661403","903725994907693096"
11,"738341276478341132","1011966074251661403","903725994907693096"
1108,"1007658383299596308","1011964609139331082","903725994907693096"
1108,"1007658383299596308","1011966074251661403","903725994907693096"
392,"733401144159895703","1011964609139331082","903725994907693096"
392,"733401144159895703","1011966074251661403","903725994907693096"
796,"745171643042889799","1011964609139331082","903725994907693096"
796,"745171643042889799","1011966074251661403","903725994907693096"
38,"827641514628612097","1011964609139331082","903725994907693096"
38,"827641514628612097","1011966074251661403","903725994907693096"
139,"814233207515643974","1011964609139331082","903725994907693096"
139,"814233207515643974","1011966074251661403","903725994907693096"
3,"991658451254136884","1011964609139331082","903725994907693096"
3,"991658451254136884","1011966074251661403","903725994907693096"
24,"941750986551205930","1011964609139331082","903725994907693096"
24,"941750986551205930","1011966074251661403","903725994907693096"
389,"432143286040264705","1011964609139331082","903725994907693096"
389,"432143286040264705","1011966074251661403","903725994907693096"
1,"807440483621666854","1011964609139331082","903725994907693096"
1,"807440483621666854","1011966074251661403","903725994907693096"
1838,"933784599530725436","1011964609139331082","903725994907693096"
1838,"933784599530725436","1011966074251661403","903725994907693096"
3,"567602052436459520","1011964609139331082","903725994907693096"
3,"567602052436459520","1011966074251661403","903725994907693096"
2,"1000753796290457740","1011964609139331082","903725994907693096"
2,"1000753796290457740","1011966074251661403","903725994907693096"
325,"621766518509928448","1011964609139331082","903725994907693096"
325,"621766518509928448","1011966074251661403","903725994907693096"
5,"619945506428289041","1011964609139331082","903725994907693096"
5,"619945506428289041","1011966074251661403","903725994907693096"
11,"455146103755636739","1011964609139331082","903725994907693096"
11,"455146103755636739","1011966074251661403","903725994907693096"
98,"603953653493137438","1011964609139331082","903725994907693096"
98,"603953653493137438","1011966074251661403","903725994907693096"
352,"841215181857751071","1011966074251661403","903725994907693096"
1,"988827532793090068","1011964609139331082","903725994907693096"
1,"988827532793090068","1011966074251661403","903725994907693096"
221,"830552140149686303","1011964609139331082","903725994907693096"
221,"830552140149686303","1011966074251661403","903725994907693096"
77,"795649762183348245","1012042513885958144","931905307314114641"
46,"782276733616783390","1012042513885958144","931905307314114641"
85,"756257310531125381","1011964609139331082","903725994907693096"
85,"756257310531125381","1011966074251661403","903725994907693096"
1,"793214743267377212","1011964609139331082","903725994907693096"
1,"793214743267377212","1011966074251661403","903725994907693096"
33,"847032613327470593","1012042513885958144","931905307314114641"
7,"720660271903014993","1012042513885958144","931905307314114641"
68,"983754168978268180","1011964609139331082","903725994907693096"
68,"983754168978268180","1011966074251661403","903725994907693096"
4,"770223395035283466","1011964609139331082","903725994907693096"
4,"770223395035283466","1011966074251661403","903725994907693096"
2,"868852479176101939","1011964609139331082","903725994907693096"
2,"868852479176101939","1011966074251661403","903725994907693096"
354,"948565546742452284","1012256052202438686","948595942448320653"
1,"923901483609624577","1012256052202438686","948595942448320653"
19,"825400094936530975","1012256052202438686","948595942448320653"
8,"952173663233392650","1012256052202438686","948595942448320653"
19,"845694254160543764","1012256052202438686","948595942448320653"
272,"805180370260983858","1012256052202438686","948595942448320653"
30,"1008975489962082374","1012256052202438686","948595942448320653"
1,"780851292645490729","1011964609139331082","903725994907693096"
1,"780851292645490729","1011966074251661403","903725994907693096"
39,"525974888750645249","1012256052202438686","948595942448320653"
26,"763809629905616906","1012256052202438686","948595942448320653"
3,"723777194458873958","1012256052202438686","948595942448320653"
6,"406759673673285632","1012256052202438686","948595942448320653"
4,"723619043445309461","1012256052202438686","948595942448320653"
4,"932676400765353985","1012256052202438686","948595942448320653"
12,"825356432319840277","1012256052202438686","948595942448320653"
9,"472027287236378624","1011964609139331082","903725994907693096"
9,"472027287236378624","1011966074251661403","903725994907693096"
19,"759808928031703110","1012256052202438686","948595942448320653"
59,"1007567826921455626","1012256052202438686","948595942448320653"
4,"954659489670393879","1012256052202438686","948595942448320653"
1,"973349402867548202","1011964609139331082","903725994907693096"
1,"973349402867548202","1011966074251661403","903725994907693096"
1,"973052754543120404","1011964609139331082","903725994907693096"
1,"973052754543120404","1011966074251661403","903725994907693096"
1,"973350372808745010","1011964609139331082","903725994907693096"
1,"973176932810252307","1011964609139331082","903725994907693096"
1,"973350372808745010","1011966074251661403","903725994907693096"
1,"973176932810252307","1011966074251661403","903725994907693096"
1,"973353375972331560","1011964609139331082","903725994907693096"
1,"973353375972331560","1011966074251661403","903725994907693096"
1,"973099069490741278","1011964609139331082","903725994907693096"
1,"973099069490741278","1011966074251661403","903725994907693096"
1,"973045283858550825","1011964609139331082","903725994907693096"
1,"973045283858550825","1011966074251661403","903725994907693096"
10,"501827585806827520","1011964609139331082","903725994907693096"
10,"501827585806827520","1011966074251661403","903725994907693096"
23,"1006952353649393854","1012256052202438686","948595942448320653"
285,"934790682793607199","1012256052202438686","948595942448320653"
26,"827215939560669254","1012256052202438686","948595942448320653"
1,"596773956707549184","1012256052202438686","948595942448320653"
17,"930106233971679252","1011964609139331082","903725994907693096"
17,"930106233971679252","1011966074251661403","903725994907693096"
5,"785059784604778496","1011964609139331082","903725994907693096"
5,"785059784604778496","1011966074251661403","903725994907693096"
52,"915266458588688435","1012256052202438686","948595942448320653"
1,"1010979014766231695","1012256052202438686","948595942448320653"
1,"748612259420569625","1012256052202438686","948595942448320653"
10,"469461861386027029","1011964609139331082","903725994907693096"
10,"469461861386027029","1011966074251661403","903725994907693096"
2,"752215239684259920","1012256052202438686","948595942448320653"
2,"802123814896664577","1012256052202438686","948595942448320653"
20,"810940243153780738","1011964609139331082","903725994907693096"
20,"810940243153780738","1011966074251661403","903725994907693096"
128,"920385751781367808","1011964609139331082","903725994907693096"
128,"920385751781367808","1011966074251661403","903725994907693096"
1,"673105003447058433","1012256052202438686","948595942448320653"
5,"976090592310362163","1012256052202438686","948595942448320653"
1,"914923548160716851","1012256052202438686","948595942448320653"
1,"806829236882636821","1012256052202438686","948595942448320653"
1,"992494066195509304","1012256052202438686","948595942448320653"
1,"930106233971679252","1012256052202438686","948595942448320653"
35,"758045289536946377","1011964609139331082","903725994907693096"
35,"758045289536946377","1011966074251661403","903725994907693096"
2,"746395351082336257","1012256052202438686","948595942448320653"
3,"647502241477033990","1012256052202438686","948595942448320653"
1,"804051192341987398","1012256052202438686","948595942448320653"
49,"887293061305090068","1011964609139331082","903725994907693096"
49,"887293061305090068","1011966074251661403","903725994907693096"
16,"878367610104860702","1011964609139331082","903725994907693096"
16,"878367610104860702","1011966074251661403","903725994907693096"
53,"887034028824354837","1011964609139331082","903725994907693096"
53,"887034028824354837","1011966074251661403","903725994907693096"
7,"931421535711936602","1011964609139331082","903725994907693096"
7,"931421535711936602","1011966074251661403","903725994907693096"
21,"804087579539800064","1012256052202438686","948595942448320653"
10,"821024647176388669","1011964609139331082","903725994907693096"
10,"821024647176388669","1011966074251661403","903725994907693096"
2,"792096088021794866","1012256052202438686","948595942448320653"
3,"668412488790048800","1011964609139331082","903725994907693096"
3,"668412488790048800","1011966074251661403","903725994907693096"
3,"780046923712823317","1012708854217318422","993465450484731925"
2,"679712352341459027","1011964609139331082","903725994907693096"
2,"679712352341459027","1011966074251661403","903725994907693096"
1,"943505309387874316","1012256052202438686","948595942448320653"
20,"499828076008570881","1011964609139331082","903725994907693096"
20,"499828076008570881","1011966074251661403","903725994907693096"
5,"851913318603554906","1012256052202438686","948595942448320653"
1,"774618314105946163","1012256052202438686","948595942448320653"
3,"427218005580054528","1012256052202438686","948595942448320653"
226,"782276733616783390","1011964609139331082","903725994907693096"
226,"782276733616783390","1011966074251661403","903725994907693096"
11,"954736848322846720","1011964609139331082","903725994907693096"
11,"954736848322846720","1011966074251661403","903725994907693096"
40,"775433367595909129","1012256052202438686","948595942448320653"
1,"941750986551205930","1012256052202438686","948595942448320653"
11,"980182681931378768","1012256052202438686","948595942448320653"
1,"765714680802574397","1012256052202438686","948595942448320653"
42,"932350524626456606","1012256052202438686","948595942448320653"
1,"574312876353912841","1012256052202438686","948595942448320653"
2,"810841003564859412","1012256052202438686","948595942448320653"
2,"955054191234150470","1012256052202438686","948595942448320653"
10,"688080245403681005","1012256052202438686","948595942448320653"
1,"994316186735083573","1012256052202438686","948595942448320653"
55,"905046781430202428","1012256052202438686","948595942448320653"
3,"844982174947606620","1012256052202438686","948595942448320653"
1,"966637568340951061","1012256052202438686","948595942448320653"
1,"898624727671787530","1012256052202438686","948595942448320653"
2,"814962146281521163","1012256052202438686","948595942448320653"
1,"956558001651744859","1012256052202438686","948595942448320653"
3,"809389236179435541","1012256052202438686","948595942448320653"
7,"689453474198323294","1012256052202438686","948595942448320653"
6,"777485272447057920","1012256052202438686","948595942448320653"
4,"781924646438043710","1012256052202438686","948595942448320653"
1,"826589690312392734","1012256052202438686","948595942448320653"
37,"507436719339995136","1012256052202438686","948595942448320653"
1,"691287149026345020","1012256052202438686","948595942448320653"
32,"915266458588688435","1013045603271446538","937793977892077668"
16,"775433367595909129","1013045603271446538","937793977892077668"
36,"863353708570083359","1011964609139331082","903725994907693096"
36,"863353708570083359","1011966074251661403","903725994907693096"
1,"960579333951463424","1011964609139331082","903725994907693096"
1,"960579333951463424","1011966074251661403","903725994907693096"
2,"689386059326292008","1012708854217318422","993465450484731925"
1,"772052792294375434","1012256052202438686","948595942448320653"
1,"852882053384241163","1011964609139331082","903725994907693096"
1,"852882053384241163","1011966074251661403","903725994907693096"
3,"775433367595909129","1013057454839447572","993887751785168906"
3,"775433367595909129","1013057775863074827","993887751785168906"
2,"792096088021794866","1013057454839447572","993887751785168906"
2,"792096088021794866","1013057775863074827","993887751785168906"
1,"915266458588688435","1013057454839447572","993887751785168906"
1,"915266458588688435","1013057775863074827","993887751785168906"
2,"883795407631700018","1012256052202438686","948595942448320653"
47,"956558001651744859","1013045603271446538","937793977892077668"
1,"980535353335222382","1012256052202438686","948595942448320653"
22,"973686692575862814","1011964609139331082","903725994907693096"
22,"973686692575862814","1011966074251661403","903725994907693096"
1,"944891752844763166","1012256052202438686","948595942448320653"
1,"1000265577463550032","1013045603271446538","937793977892077668"
2,"1003981709852819486","1012256052202438686","948595942448320653"
2,"943860115646316564","1012256052202438686","948595942448320653"
24,"835373460465254420","1011964609139331082","903725994907693096"
24,"835373460465254420","1011966074251661403","903725994907693096"
5,"844982174947606620","1013045603271446538","937793977892077668"
1,"930510836705927189","1012256052202438686","948595942448320653"
1,"907319719680413776","1012256052202438686","948595942448320653"
1,"789476339463356426","1013045603271446538","937793977892077668"
1,"865580587636359188","1012256052202438686","948595942448320653"
1,"810841003564859412","1013045603271446538","937793977892077668"
15,"832651756851822602","1011964609139331082","903725994907693096"
15,"832651756851822602","1011966074251661403","903725994907693096"
4,"911322244398059581","1011964609139331082","903725994907693096"
4,"911322244398059581","1011966074251661403","903725994907693096"
84,"1002279152126267474","1011964609139331082","903725994907693096"
84,"1002279152126267474","1011966074251661403","903725994907693096"
1,"924602988092338196","1013045603271446538","937793977892077668"
1,"1003981709852819486","1013045603271446538","937793977892077668"
1,"926505033376358420","1012256052202438686","948595942448320653"
1,"797204059529674782","1012256052202438686","948595942448320653"
3,"884015117019271168","1012379377041948782","1011598256322654359"
1,"792096088021794866","1013045603271446538","937793977892077668"
1,"1013383097150083072","1012256052202438686","948595942448320653"
2,"775433367595909129","1013419433584250940","937793977892077668"
2,"692425601390477363","1011964609139331082","903725994907693096"
2,"692425601390477363","1011966074251661403","903725994907693096"
17,"997110470458740797","1011964609139331082","903725994907693096"
17,"997110470458740797","1011966074251661403","903725994907693096"
12,"925677714642468904","1011964609139331082","903725994907693096"
12,"925677714642468904","1011966074251661403","903725994907693096"
7,"914481579257131039","1013485837507379210","994332164768403596"
157,"873922994718773278","1013485837507379210","994332164768403596"
246,"989404318086094898","1013485837507379210","994332164768403596"
2,"1012814914261372998","1013485837507379210","994332164768403596"
6,"915266458588688435","1013419433584250940","937793977892077668"
11,"683055422650974448","1013503916916363335","683059539054297159"
2,"873528576090189835","1011964609139331082","903725994907693096"
2,"873528576090189835","1011966074251661403","903725994907693096"
2,"1009511214117818510","1013503916916363335","683059539054297159"
1,"810841003564859412","1013419433584250940","937793977892077668"
2,"981267749395365898","1011964609139331082","903725994907693096"
2,"981267749395365898","1011966074251661403","903725994907693096"
31,"683055422650974448","1013522232313651282","683059539054297159"
1,"732630310738460673","1012256052202438686","948595942448320653"
16,"914113733549260820","1012256052202438686","948595942448320653"
15,"851420757316993034","1012256052202438686","948595942448320653"
1,"907292659297710130","1012256052202438686","948595942448320653"
156,"959775346989879347","1013485837507379210","994332164768403596"
2,"774728082351063040","1013485837507379210","994332164768403596"
1,"774728082351063040","1012256052202438686","948595942448320653"
159,"818576302881505368","1013485837507379210","994332164768403596"
133,"899977967042715700","1013584786826199161","1009124566544695357"
1,"774274418662703114","1013584786826199161","1009124566544695357"
67,"868909873331572816","1013485837507379210","994332164768403596"
2,"895020562039074866","1013584786826199161","1009124566544695357"
12,"1010183653470502944","1013584786826199161","1009124566544695357"
4,"793455216161718272","1013584786826199161","1009124566544695357"
38,"993187056312389702","1013485837507379210","994332164768403596"
3,"539088894105223179","1013584786826199161","1009124566544695357"
51,"869680370629619802","1013485837507379210","994332164768403596"
11,"694925888059605142","1013584786826199161","1009124566544695357"
8,"899725678461718619","1013584786826199161","1009124566544695357"
1,"425010085517852672","1013584786826199161","1009124566544695357"
11,"986353878494773312","1013485837507379210","994332164768403596"
2,"840122604115329055","1013485837507379210","994332164768403596"
36,"1012397273201774714","1011964609139331082","903725994907693096"
36,"1012397273201774714","1011966074251661403","903725994907693096"
10,"867470758975504426","1013584786826199161","1009124566544695357"
1,"943210572185497642","1013584786826199161","1009124566544695357"
45,"971797457652563968","1013485837507379210","994332164768403596"
6,"905116000326914070","1013768887587831858","1013574681703485530"
94,"770223395035283466","1013785033045188650","986322560532758579"
128,"840122604115329055","1013785033045188650","986322560532758579"
21,"824378909985341451","1013785033045188650","986322560532758579"
2,"888000819545399297","1013785033045188650","986322560532758579"
10,"925677714642468904","1013785033045188650","986322560532758579"
1,"1013091025578885181","1013785033045188650","986322560532758579"
8,"1002279152126267474","1013785033045188650","986322560532758579"
5,"901055913362866187","1013785033045188650","986322560532758579"
1,"953361295976054786","1013485837507379210","994332164768403596"
1,"722504610702426212","1013785033045188650","986322560532758579"
1,"800340533599535134","1013785033045188650","986322560532758579"
15,"804649885789061121","1013785033045188650","986322560532758579"
3,"738727816610185226","1013584786826199161","1009124566544695357"
69,"852878080447741952","1011964609139331082","903725994907693096"
69,"852878080447741952","1011966074251661403","903725994907693096"
16,"814901183939608668","1011964609139331082","903725994907693096"
16,"814901183939608668","1011966074251661403","903725994907693096"
2,"814901183939608668","1013785033045188650","986322560532758579"
1,"989404318086094898","1013785033045188650","986322560532758579"
4,"816628412185051207","1013785033045188650","986322560532758579"
5,"752147631853273148","1013485837507379210","994332164768403596"
1,"973049277867753512","1011964609139331082","903725994907693096"
1,"973049277867753512","1011966074251661403","903725994907693096"
1,"973153413451907083","1011964609139331082","903725994907693096"
1,"973153413451907083","1011966074251661403","903725994907693096"
1,"973094464442744852","1011964609139331082","903725994907693096"
1,"973094464442744852","1011966074251661403","903725994907693096"
1,"973304760159600640","1011964609139331082","903725994907693096"
1,"973304760159600640","1011966074251661403","903725994907693096"
1,"973399240531390494","1011964609139331082","903725994907693096"
1,"973399240531390494","1011966074251661403","903725994907693096"
1,"973101467726647296","1011964609139331082","903725994907693096"
1,"973287501282295821","1011964609139331082","903725994907693096"
1,"973101467726647296","1011966074251661403","903725994907693096"
1,"973287501282295821","1011966074251661403","903725994907693096"
5,"1006945435946078289","1011964609139331082","903725994907693096"
5,"1006945435946078289","1011966074251661403","903725994907693096"
1,"443789116484878336","1011964609139331082","903725994907693096"
1,"443789116484878336","1011966074251661403","903725994907693096"
2,"540580429846282259","1013785033045188650","986322560532758579"
14,"926748155637301258","1013485837507379210","994332164768403596"
50,"831061076501069845","1011964609139331082","903725994907693096"
50,"831061076501069845","1011966074251661403","903725994907693096"
2,"877786866127077447","1011964609139331082","903725994907693096"
2,"877786866127077447","1011966074251661403","903725994907693096"
24,"899271873022545921","1014185134964080731","775145940020887572"
8,"539502259537444875","1014185134964080731","775145940020887572"
6,"992114490290217012","1014185134964080731","775145940020887572"
22,"586609553349672977","1014185134964080731","775145940020887572"
9,"588745740340297741","1014185134964080731","775145940020887572"
114,"693523513792790648","1014231275827105943","1014116444897804408"
2,"626081708361646101","1014185134964080731","775145940020887572"
239,"1008975489962082374","1014231275827105943","1014116444897804408"
239,"1008975489962082374","1014232118798332029","1014116444897804408"
7,"444527555689840641","1014185134964080731","775145940020887572"
343,"693108996399431781","1014231275827105943","1014116444897804408"
343,"693108996399431781","1014232118798332029","1014116444897804408"
195,"876945810472960001","1014238204922167376","918191764312051793"
1369,"829440139717640233","1014238204922167376","918191764312051793"
811,"785059784604778496","1014238204922167376","918191764312051793"
15,"868052370372841502","1014238204922167376","918191764312051793"
2,"645551031337353226","1014238204922167376","918191764312051793"
2,"723619043445309461","1014238204922167376","918191764312051793"
7,"972537603758886932","1014238204922167376","918191764312051793"
119,"970786222542819368","1011964609139331082","903725994907693096"
119,"970786222542819368","1011966074251661403","903725994907693096"
11,"791290615898832956","1014238204922167376","918191764312051793"
24,"850043178006610030","1014238204922167376","918191764312051793"
18,"944244654524751913","1014240624599375872","1003987205196361728"
1,"593450283510792213","1014240624599375872","1003987205196361728"
473,"941383086703251516","1014238204922167376","918191764312051793"
45,"824378909985341451","1014244245428777061","925729625580113951"
56,"941750986551205930","1014244245428777061","925729625580113951"
47,"679706007219339376","1014244245428777061","925729625580113951"
1,"983754168978268180","1014244245428777061","925729625580113951"
21,"948565546742452284","1014244245428777061","925729625580113951"
6,"837044499346620448","1014244245428777061","925729625580113951"
20,"853742600061714482","1014244245428777061","925729625580113951"
1,"887336530132205619","1014238204922167376","918191764312051793"
3,"772821490118164491","1014244245428777061","925729625580113951"
2,"988827532793090068","1014238204922167376","918191764312051793"
3,"989404318086094898","1014244245428777061","925729625580113951"
4,"840122604115329055","1014244245428777061","925729625580113951"
9,"501426952217952306","1014185134964080731","775145940020887572"
14,"691623228556443680","1014231275827105943","1014116444897804408"
14,"691623228556443680","1014232118798332029","1014116444897804408"
20,"835782971235368960","1014244245428777061","925729625580113951"
4,"973457484318642198","1014238204922167376","918191764312051793"
26,"888739074620399636","1014238204922167376","918191764312051793"
9,"853563496948432941","1014244245428777061","925729625580113951"
1,"422022707560054795","1014244245428777061","925729625580113951"
2,"899254051097702410","1014238204922167376","918191764312051793"
5,"901156033618137089","1014238204922167376","918191764312051793"
1,"826724933220302868","1014238204922167376","918191764312051793"
3,"892676014868680715","1014244245428777061","925729625580113951"
2486,"948565546742452284","1014402308106366996","948595942448320653"
83,"915266458588688435","1014402308106366996","948595942448320653"
23,"930532621786681464","1014238204922167376","918191764312051793"
186,"775433367595909129","1014402308106366996","948595942448320653"
282,"1007567826921455626","1014402308106366996","948595942448320653"
182,"761686185377792041","1014402308106366996","948595942448320653"
4,"804051192341987398","1014402308106366996","948595942448320653"
67,"374083438371930113","1014402308106366996","948595942448320653"
107,"693523513792790648","1014232118798332029","1014116444897804408"
8,"792096088021794866","1014402308106366996","948595942448320653"
151,"525974888750645249","1014402308106366996","948595942448320653"
107,"1004741246629204051","1011964609139331082","903725994907693096"
107,"1004741246629204051","1011966074251661403","903725994907693096"
116,"914113733549260820","1014402308106366996","948595942448320653"
317,"934790682793607199","1014402308106366996","948595942448320653"
6,"825733838927691817","1014185134964080731","775145940020887572"
36,"984800389247406160","1014238204922167376","918191764312051793"
186,"825400094936530975","1014402308106366996","948595942448320653"
284,"932669935266713662","1014402308106366996","948595942448320653"
3,"1010979014766231695","1014244245428777061","925729625580113951"
374,"805180370260983858","1014402308106366996","948595942448320653"
25,"804087579539800064","1014402308106366996","948595942448320653"
62,"525974888750645249","1014465840038563891","1014445347713593354"
10,"1007567826921455626","1014465840038563891","1014445347713593354"
53,"981898944017739836","1014244245428777061","925729625580113951"
207,"723647924478804091","1011964609139331082","903725994907693096"
207,"723647924478804091","1011966074251661403","903725994907693096"
2,"944309381720334417","1014238204922167376","918191764312051793"
1,"765714680802574397","1014402308106366996","948595942448320653"
22,"888739074620399636","1011964609139331082","903725994907693096"
22,"888739074620399636","1011966074251661403","903725994907693096"
35,"778712984846598175","1014402308106366996","948595942448320653"
1,"987515251383758888","1014238204922167376","918191764312051793"
8,"823518598743982100","1014238204922167376","918191764312051793"
320,"926629554888536075","1014402308106366996","948595942448320653"
1,"1006697573895127121","1014402308106366996","948595942448320653"
6,"801327969896890389","1011964609139331082","903725994907693096"
6,"801327969896890389","1011966074251661403","903725994907693096"
2,"709506546660278432","1011964609139331082","903725994907693096"
2,"709506546660278432","1011966074251661403","903725994907693096"
15,"972220429156622426","1011964609139331082","903725994907693096"
15,"972220429156622426","1011966074251661403","903725994907693096"
1,"534030309268783136","1011964609139331082","903725994907693096"
1,"534030309268783136","1011966074251661403","903725994907693096"
1,"1002930455949090847","1014402308106366996","948595942448320653"
2,"977962899848986674","1014402308106366996","948595942448320653"
45,"1014546383337947186","1011964609139331082","903725994907693096"
45,"1014546383337947186","1011966074251661403","903725994907693096"
1,"732630310738460673","1014402308106366996","948595942448320653"
72,"689453474198323294","1014402308106366996","948595942448320653"
5,"682301513145516052","1014238204922167376","918191764312051793"
16,"792000738817605673","1014238204922167376","918191764312051793"
43,"1006952353649393854","1014402308106366996","948595942448320653"
1,"1014560472877514844","1014402308106366996","948595942448320653"
33,"782276733616783390","1014238204922167376","918191764312051793"
79,"810861226992861215","1014402308106366996","948595942448320653"
3,"573854210567962634","1014238204922167376","918191764312051793"
92,"845694254160543764","1014402308106366996","948595942448320653"
2,"1004721671300714576","1014402308106366996","948595942448320653"
1,"806833335933861888","1014402308106366996","948595942448320653"
4,"774618314105946163","1014402308106366996","948595942448320653"
4,"784708469495300106","1014402308106366996","948595942448320653"
85,"802123814896664577","1014402308106366996","948595942448320653"
38,"830306801362796576","1011964609139331082","903725994907693096"
38,"830306801362796576","1011966074251661403","903725994907693096"
15,"618805150756110336","1014244245428777061","925729625580113951"
9,"730734267704934422","1014244245428777061","925729625580113951"
419,"948565546742452284","1014796033173237810","948595942448320653"
79,"825400094936530975","1014796033173237810","948595942448320653"
92,"761686185377792041","1014796033173237810","948595942448320653"
67,"1007567826921455626","1014796033173237810","948595942448320653"
75,"845694254160543764","1014796033173237810","948595942448320653"
61,"775433367595909129","1014796033173237810","948595942448320653"
13,"525974888750645249","1014796033173237810","948595942448320653"
