"guildID","channelID"
"967095316073554010","967095316073554013"
"984928443173068880","999263208697249804"
"933706031517802536","999278896530870303"
"905892043807678504","999729633916362863"
"676115729124425737","948964460234686505"
"993465450484731925","1004311479954182314"
"973289734057132092","996719043178401793"
"996032349638774877","999964887038046228"
"995344055158439996","1000346803549524029"
"1000477683517505661","1000478216919715840"
"971073791763578930","999975604042596363"
"811533539320922132","999244132008607784"
"989961082833608795","1023478430085431326"
"989563191153528862","989586283871477770"
"909422299587964988","1001247577947246612"
"1002497204008783922","1002497204952510524"
"1003683343197552700","1003683496289636364"
"1003667793381691392","1003711929283522631"
"972184158665310239","1004008254873030679"
"971441719222599720","1006109774271741993"
"983384134439292938","1006446888733646920"
"957242463284764732","1007359980321640558"
"806125679124414474","1001562564397903882"
"979142025112858685","996482505446277280"
"964960515552059442","975837499001827335"
"981566048954376202","985017941940662333"
"948595942448320653","1016244155749503026"
"982644059464159282","1011310018810884216"
"1011580684680318997","1011878434760298516"
"1010231091979890698","1011981439295815741"
"983806829165420596","996846089758068906"
"1006295928254255114","1013137899253944440"
"986322560532758579","1013088554953482383"
"1013151935202873345","1013156876508221450"
"683059539054297159","1013505438865698826"
"1003672037199462471","1003672038382260255"
"1009124566544695357","1013561037926178926"
"1013574681703485530","1013770241899245598"
"993887751785168906","1013907806140772472"
"1013913567206068245","1013916117883957278"
"1014116444897804408","1014116446768463967"
"1014145683361628200","1014161085969993819"
"966811756376776724","1013205725058707497"
"842349741845381170","1014226796104908842"
"997149390206673016","1014266567065862194"
"1014445347713593354","1014468958377758850"
"902646143303954562","1015029661052457000"
"640536364324093954","1015335159261843516"
"1012420010016260221","1015634306498056223"
"958014031157927957","1015654900648116335"
"1015518785505083392","1015880586679832637"
"935191408430698506","1015881197555036250"
"1015689773597327391","1015896773480427582"
"1015901329698336831","1015948932796383372"
"968206148413063238","1016770453815185509"
"1014140264270545016","1016649950777593866"
"967408995809759232","1012340004061708308"
"937793977892077668","1013328332319899668"
"1006165536134144111","1017800826108002305"
"977912970417946624","977912970417946626"
"998640957211820133","1015215217581502525"
"1014853879910912042","1014855470286114856"
"1015566956885192734","1019220222479183882"
"1019212678507536414","1019481086516023369"
"1005119105868759162","1020411959960666153"
"1019243091267424287","1020627003424129044"
"1003577766173753374","1020696684692525147"
"1004823864653647984","1021382355895713844"
"1015556873648341023","1015558034484887572"
"1020719124478968019","1021871126382645268"
"1021766119440257044","1022015470993424424"
"810089469314990101","1022203027077201990"
"854072033494958112","1022208618097029251"
"773961545146433537","1022456135246164079"
"853657798734118924","1009881887357030491"
"960991044302946354","1023516650793873448"
"993232935949975632","993266067709374575"
"933769612120694854","1025084194155679784"
"931796676774092842","1125355376913682432"
"940291686783926272","1025122968495468545"
"1008126803812036720","1067181655695044668"
"1044625104379858944","1096423502975865024"
"1083998012554084412","1084414547265327185"
"1023565371086741534","1081265714830250156"
"1023650258032525322","1091431290290569437"
