"userID","wins","loses","ties","rating"
"843527058213568542",0,0,1,2
"1017786075395145770",0,0,1,2
"978337596843368478",1,1,5,12
"960217686388899872",2,1,2,9
"586609986705293381",0,3,3,3
"784822583920427048",0,0,0,
"159985870458322944",0,0,0,
"828912418570108939",1,0,1,5
"979012407827505232",0,1,0,-1
"955887673371934810",1,0,0,3
"974992893024546816",0,0,0,
"971797457652563968",0,0,0,
"998270798114603018",0,0,0,
"368521195940741122",0,0,0,
"805068527073624086",0,0,0,
"680795704767283219",0,0,1,2
"885935428992110632",2,0,5,16
"378227075372548109",0,1,0,-1
"655525346522693642",0,1,2,3
"672064004851761172",0,0,0,
"931062484176109588",1,0,3,9
"976425378061111338",0,0,0,
"709004687013052506",0,0,0,
"701944420693442570",0,0,1,2
"718124227647242262",0,0,3,6
"366203089121968128",0,0,1,2
"873611574475104357",0,0,0,
"566009524574617600",0,0,0,
"931795662704615444",0,0,0,
"1072976995186655373",0,0,0,
"818157131018141706",0,0,0,
"1069695828786159618",0,0,0,
"282859044593598464",0,0,0,
"990273966612557864",0,0,0,
"1042779235703590913",0,0,0,
"983456448220635176",2,0,1,8
"960944360789246012",0,2,1,0
"825356432319840277",0,0,0,
"693772424210022441",0,0,0,
"1077565138447634522",0,0,1,2
"1045347516893384715",0,0,0,
"906260359852204073",0,0,1,2
"1025472531748094093",1,0,0,3
"1017911001452130335",0,1,0,-1
"907376557151105034",2,1,4,13
"1023271868511297568",0,0,0,
"1005434012505997383",0,2,1,0
"1030899365327409163",1,0,1,5
"1066371479714943039",1,1,2,6
"594922360553865216",0,0,0,
"988502572404969552",0,0,0,
"667841859137175562",0,0,1,2
"862342206055645244",0,0,1,2
"956578247959805972",2,0,0,6
"893918766918930483",0,2,0,-2
"945285985560846336",0,0,0,
"1074248766938415104",0,0,0,
"923529398425096193",0,0,0,
"1101455537801019423",0,0,0,
"928460632905359422",0,0,0,
"235148962103951360",0,0,0,
"984414288917696572",1,2,4,9
"658023596119031808",0,0,1,2
"952274317205458946",0,0,1,2
"1077968628831498284",0,0,0,
"766021027590832228",0,1,1,1
"1028695855768797275",1,1,0,2
"1072246352270065674",1,1,0,2
"1026721193111330877",0,0,0,
"941383086703251516",1,1,3,8
"698140854606364752",0,0,0,
"338222603829510164",0,0,0,
"961367570869534781",0,0,0,
"992796487048233000",0,0,0,
"997110470458740797",0,0,1,2
"834328545953972264",0,0,0,
"1108675922774720573",0,0,0,
"840568668218720296",0,0,0,
"1025773928943194133",0,1,4,7
"921705064115085342",1,0,4,11
"910619982780563496",0,0,0,
"800387017850224660",0,0,0,
"1111314869006913536",0,0,1,2
"1067204055929192548",0,0,0,
"452763583348998155",0,0,0,
"1088241816119296032",0,0,0,
"1024316939549560852",1,0,4,11
"1098843562663235615",0,0,0,
"913893214568714340",0,0,1,2
"1072738353314803843",1,0,2,7
"994992114083561604",0,1,2,3
"721177703663009842",0,0,0,
"614542716977676310",0,0,0,
"511519169263566849",0,0,0,
"690608261438898186",0,0,0,
"752106004337918002",0,0,4,8
"735933179122286592",0,1,1,1
"880469664239583253",1,0,0,3
"1007947669836136450",0,0,0,
"419099321749864448",0,0,0,
"698273292175540236",0,0,0,
"871518019891900426",1,0,3,9
"991971972235923548",0,1,2,3
"952498794388422686",0,0,1,2
"1099559784392433684",0,0,0,
"1081645577508495411",1,0,0,3
"492297419736875009",0,0,0,
"984461703603453972",0,0,0,
"941010996670128228",0,1,0,-1
"966387460558958602",0,0,0,
"1096473375062376600",0,0,0,
"678344927997853742",0,0,0,
"1017081552800325702",2,6,6,12
"924967034696134657",9,1,11,48
"1021824779252138026",2,0,1,8
"1063446843977121823",2,2,4,12
"985083355089473546",0,1,0,-1
"973564039965859870",1,1,3,8
"756513744611180584",1,0,2,7
"1002101837828198400",1,2,3,7
"1055925838425640970",2,0,2,10
"939601472516161538",0,0,1,2
"1105716564378005555",1,2,5,11
"949602126257086495",0,0,0,
"773919057476190219",0,0,1,2
"744127201166753861",0,1,0,-1
"719476272132259874",1,0,0,3
"695372731818180718",0,0,0,
"1019835713476382740",0,0,0,
"1071839172685475850",0,0,0,
"996525009403117679",0,0,0,
"988103982109040682",0,0,0,
"1025774941813088256",0,0,0,
"930108221153230918",0,0,1,2
"788431301401247785",0,0,1,2
"826506803864666154",0,0,0,
"1063336771590561902",0,0,0,
"590985289720397836",0,0,1,2
"1029438748376715324",0,0,1,2
"970986481487327243",0,0,0,
"784434468437229568",0,0,0,
"938413381998759996",0,0,0,
"1074702535782314085",0,0,0,
"902910933624561745",3,0,2,13
"785391024654385222",0,4,2,0
"1117385518666231850",0,1,0,-1
"572906387382861835",0,0,0,
"536942171203305482",0,0,0,
"1032734414779719801",0,0,2,4
"885564272560701480",0,0,2,4
"873234979239383040",0,0,0,
"1113859414680686652",0,0,0,
"1059523849210843146",0,0,0,
"585098558928191488",0,0,4,8
"801849926022987796",0,0,4,8
"1013904603596734617",0,1,2,3
"1104005840953950249",1,1,2,6
"1068221677290410057",1,1,1,4
"927645011833651260",0,0,0,
"1018851401696292894",0,0,0,
"839233052676587590",1,0,2,7
"741621384354201640",0,0,0,
"921849241029189663",0,0,0,
"699219409922818054",0,0,0,
"852888051432685608",11,9,19,62
"634730660438999059",0,0,0,
"882440105212669993",11,10,25,73
"268842504722448385",0,0,1,2
"1071896166561759346",0,0,0,
"1114178093431664651",0,0,0,
"1101155585048707153",0,2,2,2
"884015117019271168",0,1,1,1
"287144665671794688",0,0,2,4
"947400397990002689",0,0,0,
"959788212161744936",0,0,0,
"261157845376958464",0,0,0,
"1029404467684188291",0,0,4,8
"1013519098669441136",16,0,15,78
"598485339522465792",0,0,0,
"321380701599563786",0,2,1,0
"618115773700898850",0,0,1,2
"289360279886626817",0,1,1,1
"926126969014337596",0,0,2,4
"480659288709398538",0,9,1,-7
"825754189120405533",0,1,2,3
"737955549307600898",0,1,0,-1
"193393795159687169",0,1,3,5
"679032753726947359",0,1,0,-1
"1010937901741248592",0,1,1,1
"797155787163697154",0,2,5,8
"1030119254965620788",0,0,0,
"855876819802259476",0,0,1,2
"925657473485013012",3,6,8,19
"826371671417683998",1,0,0,3
"1057322717562556417",1,0,0,3
"541230700230344704",0,1,0,-1
"1134095934272315403",1,1,4,10
"828214892552388618",1,1,4,10
"903306117474570300",7,3,9,36
"422215892806402052",1,0,0,3
"210792334118486016",0,1,0,-1
"849300381186916423",3,3,1,8
"662589093640798227",1,0,0,3
"976156443675873361",0,0,0,
"1006589064448843916",6,7,14,39
"939891222858846219",0,0,1,2
"714718949777866852",0,2,4,6
"813489199595651103",2,0,4,14
"789488101511921664",5,5,8,26
"1124366045994549319",2,2,6,16
"780787061346402324",2,1,4,13
"1079309355519856701",0,0,0,
"924030376282828830",0,0,0,
"839860387604070432",0,0,1,2
"966804859393277983",1,1,8,18
"885458849618866176",1,1,0,2
"797552598688989215",2,1,4,13
"926902400114102354",0,0,0,
"1043606514428030996",4,3,5,19
"924663802895691877",3,5,7,18
"1057343989369544724",0,1,1,1
"1041056060544393277",1,1,0,2
"1073942400533278803",1,1,4,10
"1100119169262960641",0,0,0,
"718765708816941097",2,0,0,6
"697805909321187401",0,2,0,-2
"1017148323326611599",6,1,2,21
"806585313648050197",1,3,1,2
"1091423409927360522",0,1,0,-1
"1111667550930087996",0,0,0,
"1081317456678768700",0,1,0,-1
"1078299367540265011",0,1,1,1
"1057006362351108246",0,0,0,
"1134213098820096152",1,1,1,4
"564509579342512139",0,0,0,
"1107801284125401178",1,1,1,4
"1140996981649571840",0,0,0,
"979984264521216001",0,0,0,
"1140941114711478322",0,0,0,
"1132937002505998357",0,0,0,
"701115801054347315",0,0,0,
"386045250071953409",0,0,0,
"1055460532691410984",0,0,0,
"934522900516573244",0,0,1,2
"1099804357593157853",0,0,2,4
"1100819840207429742",0,0,2,4
"1086604039506116719",3,0,4,17
"373175290253410314",0,1,0,-1
"712742771915489364",0,1,1,1
"511542537048162307",0,1,1,1
"1012307759984807936",2,1,3,11
"827072681635610675",0,5,2,-1
"997927522463391744",1,1,3,8
"1113442516860149860",3,0,0,9
"1147486721517293688",0,0,0,
"1092108016318418945",2,1,2,9
"1056585140651966545",0,0,0,
"1027266276961288242",0,0,0,
"918850321235705887",0,0,0,
"1015334865396306054",0,0,0,
"1093902521413685330",0,0,0,
"949616802349088778",0,0,0,
"699294255360901151",0,0,0,
"469882393378029581",1,1,0,2
"1079845842317488269",4,1,8,27
"691033293918961684",0,1,0,-1
"744922406442762331",0,1,2,3
"357982155860869132",0,1,1,1
"972426719753556008",1,0,1,5
"1076809725905207326",0,1,1,1
"829458522868547634",1,1,5,12
"1025034753801474140",0,0,0,
"990199892423098419",0,0,1,2
"1097255542726086798",0,0,1,2
"740213739684626573",0,1,2,3
"525042409650782228",1,0,2,7
"774867035535966218",0,0,0,
"356268235697553409",0,0,0,
"1064927001296777247",0,0,2,4
"1070395941053538354",0,0,0,
"1065253736475279391",0,0,0,
"1090312067724083330",0,0,1,2
"718799348800028695",0,0,0,
"853584996420812830",0,0,1,2
"936302489005883482",0,0,0,
"765926721450541086",0,0,0,
"920003528913747968",1,2,0,1
"1153560185831432232",4,1,5,21
"753863284448428102",0,0,0,
"1153337820073689109",0,1,0,-1
"1059356562768015400",0,0,1,2
"835443807339937803",0,0,0,
"1120390662655848468",1,0,1,5
"564458601834610718",0,2,6,10
"909938879950372924",21,6,11,79
"1113464420274806865",2,8,3,4
"1118532997365383189",5,5,11,32
"1087793988758687754",5,7,5,18
"1132226449567383642",0,0,0,
"630801235712147457",0,0,1,2
"1128959641720721479",0,0,1,2
"1011294195073417296",0,0,0,
"1059132401588117504",1,1,0,2
"1158390460839104565",7,8,9,31
"1158707737761427527",0,0,0,
"952304508518678568",0,0,3,6
"1105473631179517993",0,0,2,4
"1015912419073204306",0,0,2,4
"694556970593812570",0,0,1,2
"1160682904389697728",3,0,1,11
"1088060650862940180",0,1,2,3
"1002256940468031618",0,0,0,
"1135814826409590825",0,4,5,6
"1139248328429813904",0,4,5,6
"1073548248788254781",1,1,2,6
"987396259981721711",0,0,0,
"1107412381245640704",0,0,0,
"1031582455821508688",0,0,0,
"800996618479599617",1,1,2,6
"922636012486799412",0,0,0,
"934509069555867758",0,0,0,
"836215040863633438",1,2,3,7
"292953664492929025",0,0,0,
"952997417349963817",0,0,0,
"1042442814958616656",1,1,0,2
"806279972879990784",0,0,0,
"1027623388442791956",3,0,0,9
"1089932133386170399",0,3,0,-3
"880098365055070279",0,0,0,
"750649002671997021",0,0,0,
"1067077300597833748",0,0,0,
"859368471010607134",1,1,1,4
