"msg","guildID","channelID"
👋 Willkommen %mention(%member) hier auf %guild. Du bist der `#%usercount` Member!,"810089469314990101","810089469990141974"
👋 | Willkommen %mention [%usercount],"1008758902990569562","1018860178143191134"
Willkommen %mention auf AD UNITY! Lies dir die Regeln durch und wähle deine Selfroles aus!  %usercount-Memberanzahl,"1023539601920507904","1023540573065445416"
<a:Discord_join:983358080156831757>  **Willkommen** %mention auf dem **%guild!** Bitte **akzeptiere die Regeln** und suche dir dein **Rollenprofil** aus! **Viel Spaß!**  ,"933769612120694854","952974677897273424"
<a:join:1024000672527556628> | %mention wird einer von uns! (**%usercount**) | <a:lovehearts:1024695155292373093>,"1022933825069776936","1023134103823994900"
%name joined the Server %guild,"1025374315300003860","1025374315862048769"
"%name joined the %guild 
","1009841154243694624","1009920438903771287"
Willkommen bei der Berufsfeuerwehr Hamburg! B9xV123,"1093234151278268436","1093234151341183037"
"** %mention **, willkommen auf ** %guild ** 👋
Bitte lese und akzeptiere die Regeln, um auf dem Server Platz zu nehmen. ✅ B9xV123","1023650258032525322","1023671534251946034"
"Hallo %mention! Willkommen.
Du bist der %usercount Bürger*in auf dem Staat.

bitte erstell dir einen Personalausweis.

Wen du fragen hast mache ein Ticket auf oder gehe in den Support.





LG dein Staff Team! B9xV123","1096705029341188147","1096705029597048886"
"Willkommen %mention auf %guild! Ich hoffe du hast eine schöne Zeit!

Erstell dir in „Charakter Erstellen“ Einen Charakter & lese die Regeln durch. Dann kann es schon los gehen oder?
Wir sind nun %usercount Bürger! B9xV123","1084192787198640139","1087789971370410127"
%member ist der `MYSTIC PHOENIX` **Community** beigetreten B9xV123,"1075727815690948678","1075727816294928396"
Guten Tag B9xV123,"1094997777114738808","1094997777114738811"
"Hey,%mention willkommen!
bewirb dich doch bei uns.


LG Leon B9xV123","1103671556858728569","1103671557408174164"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl,"1102163917062549645","1102538572252315648"
Willkommen bei Silva. Bewirb dich doch gleich um die Familie noch größer zu machen. B9xV123,"1091388145758650418","1105924139858014220"
"%member | %name | %guild

Herzlich Willkommen auf dem Discord der MTB-Strecke an der Willhelmsburg B9xV123","1023249968703741992","1023249969383215229"
Willkommen B9xV123,"1089280831702446180","1090715255799283862"
Oh hi du auch Hier? Cool Bewirb dich und hab spaß! Aber pass auf wir sind streng ! Nein spaß wir sind locker und gechillt bewirb dich gerne! B9xV123,"1107703243796127825","1107703243796127828"
%member Willkommen auf unserem LBPD Discord! B9xV123,"1108708098929066065","1108708099470147658"
Hallo herzlich wilkommen bewerb dich gerne B9xV123,"1108054528600850463","1108676804996243477"
"%mention hat den Weg zu **%guild** endlich gefunden. 
Wir hoffen, du hast hier eine schöne Zeit mit den Leuten!  

Wir sind jetzt nun **%usercount Mitglieder**!  B9xV123","1105475162448609412","1106126528347127858"
"%member **ist dem** %guild ** Discord beigetreten!** 
Willkommen %mention!
» Wir sind nun %usercount B9xV123","1057609802387304499","1067799083059777576"
"Hey ** %mention **, willkommen in der **Christianstun Army!** 💚
﻿Bitte lese und akzeptiere die Regeln, um dich vollständig zu verifizieren. ✅

***SCHON GEPRÜFT?:***

Hast du den **Christianstun Kanal Abonniert?** 🔔 aktiviert??? 😎 B9xV123","988081985488564266","988081986209980472"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl,"1109764959266680846","1109804516091637851"
%mention-@Member ,"1109764959266680846","1109843488373211317"
"Hey, %mention Willkommen auf New York! Du bist der %usercount Bürger*in hier
Bitte lese dir das Regelwerk Sorgfältig durch!





LG dein Staff Team! B9xV123","1109816514447671398","1109816515106181263"
"Hallo %mention, herzlich willkommen auf %guild","1082004319970283600","1082006935580196884"
Das NYCES braucht dich! Also bewirb dich doch! B9xV123,"1105024834699788339","1111272297479802940"
Willkommen %mention! Lese dir Bitte die Regeln Durch. Wenn du Hinfe brauchst Schreibe ein Admin an! B9xV123,"1113390943492653097","1113392810104725544"
"Hey %mention,
Willkommen auf Players Paradies | Network. Nun sind wir #%usercount Mitglieder. Siehe dir unsere Regeln an, bevor du loslegst! B9xV123","829790315636326400","1109857580425154640"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1013540946052382942","1013540947130322995"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1114152687341142059","1114152688347795506"
Herzlich Willkommen auf Los Angeles Fire Department B9xV123,"1114475127967584296","1114475128424775691"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1092359802375647292","1092359804032405588"
"Hey %mention,
Willkommen auf Players Paradies | Network. Nun sind wir #%usercount Mitglieder. Siehe dir unsere Regeln an, bevor du loslegst! B9xV123","1114845804675473438","1114854737033052190"
"Hey @%name, wir freuen uns das du hier bist! 

wir bitten dich unsere Regeln zu Akzeptieren und dann kannst du los Shoppen :)

Mit freundlichen Grüßen
Dein ***Santi‘s Immobilien - Team*** B9xV123","1115558389838266471","1115713860012347404"
Willkommen %mention bitte **lese** und **akzeptiere** die Regeln um vollen Zugriff auf den server zu bekommen! Wir sind jetzt %usercount Leute auf diesem Server B9xV123,"1076501989472604160","1097515267900317707"
"%mention , willkommen in der **Zukunft**","1057407613211512832","1124441871402401883"
"%member

Herzlich Willkommen Bei LostMC B9xV123","1040740183974351008","1040740317227397140"
Hallo kmm zum anwesen wenn du dich bewerben willst B9xV123,"1117166444451471421","1117166617185505331"
%mention Was Geeeeht!,"1119042040144089121","1119042041129734155"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1119628798325960794","1119628799089311846"
%mention willkommen bei %guild! Du bist der %usercount. User! B9xV123,"1120351802987122798","1120351803872120839"
Wir Hoffen du Hast Pizza Mitgebracht B9xV123,"1120073762650476677","1120073764466610239"
"%mention killt nun auch den Pain! 
Lese dir in Unserem Regelwerk die Regeln durch.
Dann geh in Reaction Roles und schnapp dir ein paar rollen!

Wir sind nun %usercount die den Pain Killen! B9xV123","1121350028594774046","1121350029202948127"
Hallo Feuerwehrmann bereit Feuer zu Löschen und dem LAFD zu helfen? Dann los bewirb dich jetzt!,"1121499310018801705","1121785192953171970"
Hallo Lieber Bürger und willkommen in Los Angeles dich erwarten große Abenteuer und viele Hürden. Stürze dich ins Abenteuer!,"995408667845329007","1122261596530544660"
"%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl Hey, Wilkommen. Bewerbe dich noch heute! B9xV123","1116745510989074442","1122543594713133056"
"Willkommen %member-Member#0000! Wir freuen uns, dass du da bist! B9xV123","1087015502276198420","1092726354908287079"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl,"1125488129923629056","1125488131102216329"
Wilkommen %member-Member#0000 Bei Project Of PSX Lade Gerne Auch andere ein Das würde uns sehr supporten Viel Spaß Auf Unseren Server Und halte dich an unsere regeln B9xV123,"1125488129923629056","1125488131102216329"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1126984200780791829","1127352001320189962"
Willkomen im Clan Of Power schön das du beigetreten bist😁 B9xV123,"1121427167721558107","1128311669655879680"
"%member

Herzlich Willkommen auf [WHW] - White Howling Wolves | Roleplay B9xV123","1126819939152580608","1127919221276414002"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"991751333919076453","1119573126741753876"
%member B9xV123,"1113860538531848223","1113860539035160679"
Willkommen! Welchen Bastard sollen wir für dich killen? B9xV123,"1130904564275621908","1130904564997050451"
Willkommen %name-Member | %mention-@Member Bewirb dich doch gerne bei uns dem SWAT. Solltest du hier sein um eine Beschwerde zu machen kannst du dies im Chat machen. Solltest du eine Frage haben melde dich im Chat dafür.,"1130943302653452399","1130943303613943940"
Willkommen bei der Justiz Paderborn! B9xV123,"1132367529680044042","1132367529713606711"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1132980282887258144","1132980283730305155"
"Willkommen,
%member auf %guild. Wir haben nun %usercount auf unseren server.
Viel spaß %name B9xV123","1007205011064897536","1134075992374247524"
Willkommen im Pentagon. B9xV123,"1135278078059352175","1135278078558470246"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1135973373344747580","1135973373344747583"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1136015198189277184","1136015200252854284"
"%mention Herzlich willkommen im Server! 🌟 Wir freuen uns, dich hier zu haben. Tauche ein in unsere Community, finde Mitspieler für Games, chatte über Interessen und habe eine großartige Zeit. Schau dir unsere Kanäle an und zögere nicht, Fragen zu stellen. Viel Spaß beim Entdecken! B9xV123","1119945455816691713","1120025629446914182"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"913107980063502400","913107980516483093"
"%name Wilkommen Auf **Benes Community** 

habe viel Spaß hier! B9xV123","1137673481627115540","1137673483493593168"
%member Wilkommen bei **Free Games Center Germany** B9xV123,"1139888105982271588","1139888105982271591"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1142769811026350192","1142886755184431164"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1143885092230537316","1144215262455926857"
Hey Willkommen beim LSMD bewerbe doch doch gerne.,"1144265656628416545","1144265817731649646"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl,"1150436668277534730","1150440281196474418"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1150809829774987265","1150816661092446218"
"Willkommen auf 𝙎𝙆𝙔 Network %name-Member!!
Das Serverteam wünscht dir viel Spaß hier, bei Fragen kannst du dich gerne per Ticket melden!! B9xV123","1148919973218107455","1150836218498654299"
Willkommen auf dem Security Discord von New York B9xV123,"1152211196225794150","1152233587723219005"
"Hey, %name-Member Willkommen auf dem Server   %guild-Servername! B9xV123","1153184025079451648","1153184025528250450"
Willkommen auf dem LSFD Delta-V discord B9xV123,"1148682943712198767","1148682943775113312"
%name Willkommen,"1156294071065788488","1156294309629415454"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1150824883241103480","1150824883983487018"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl,"1157428925341905046","1157428926172364892"
Willkommen auf dem LSMD Server %member-Member#0000,"1157428925341905046","1157428926172364892"
%member-Member#0000 | Willkommen bei LSMD FAST CITY B9xV123,"1157460231106871379","1157460232075755540"
%member-Member#0000 | Willkommen bei LSPD FAST CITY! B9xV123,"1157428925341905046","1157428926172364892"
Willkommen auf dem Kino Server von New York B9xV123,"1157643789729550397","1157643790715211852"
%member-Member#0000 | Willkommen bei East Customs FAST CITY! B9xV123,"1157723569237794907","1157723569929859245"
%member-Member#0000 | Willkommen bei den Bloods! B9xV123,"1157427958420623531","1157427959020408850"
%member-Member#0000 | Willkommen bei Sinaloa Kartell ! B9xV123,"1157438879067029585","1157438879570329697"
%member-Member#0000 | Willkommen bei Yakuza ! B9xV123,"1157427523106394254","1157427523177693209"
%member-Member#0000 | Willkmen bei den Ballas ! B9xV123,"1157426669783634042","1157426669812973604"
%member-Member#0000 | Willkommen bei MG13 ! B9xV123,"1158710854078955530","1158710854355783762"
%member-Member#0000 | Willkommen bei Black Lotus ! B9xV123,"1158714073517674526","1158714073798692962"
%member-Member#0000 | Willkommen bei Black Lotus ! B9xV123,"1158726527106699294","1158726528633413693"
%member-Member#0000 | Willkommen bei den Crips ! B9xV123,"1158727815794008115","1158727818205732984"
%member-Member#0000 | Willkommen bei MG13 ! B9xV123,"1158785843956305990","1158785845449461769"
%member-Member#0000 | Willkommen bei zu Hoover Criminals ! B9xV123,"1158789744306692156","1158789745426579540"
%member-Member#0000 | Willkommen zur Grove Street Family ! B9xV123,"1158861761689161818","1158861762645475337"
%member-Member#0000 | Willkommen bei LCN ! B9xV123,"1158873739744784485","1158873740235518031"
%member-Member#0000 | Willkommen bei der Vagos Familie! B9xV123,"1158878476259045466","1158878476837859447"
%member-Member#0000 | Willkommen bei LSPD ! B9xV123,"1157428925341905046","1157428926172364892"
%member-Member#0000 | Willkommen in der OstBlock Familie! B9xV123,"1159473576718647357","1159473578673180795"
%member-Member#0000 | Willkommen bei der Army auf HomeV ! B9xV123,"1160210524550737960","1160210525607702652"
%member-Member | Willkommen in der Cali Kartell Familie ! B9xV123,"1155488215252336700","1155488215558520869"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1162038785979187321","1163068011872264192"
%member-Member#0000 | %name-Member | %mention-@Member | %guild-Servername | %usercount-Memberanzahl B9xV123,"1133861726459273276","1133863713900867584"
Schön das du da bist %mention! B9xV123,"1164506009000230922","1164506009461596231"
%member-Member#0000 Ist nun da,"1166732314823368754","1166767986011549726"
%member Herzlich Willkommen auf unserem Entstrafungs Server. B9xV123,"1167117426408833044","1167411896396300329"
%name Willkommen beim Cali Kartell B9xV123,"1164520656247984128","1164520656738717774"
Wilkommen auf dem Valorant Comp Server B9xV123,"1169387882746753146","1169389715833757847"
