"guildID","userID","authorID","msgID","channelID","time"
"1147342274292887562","1057005155620487298","871835408152014928","1162435369032228874","1147686108000440340","1697216589"
"1147342274292887562","1057005155620487298","871835408152014928","1162435441593684050","1147686108000440340","1697216606"
"1120771161870049372","1125509062302388374","1114950885978685461","1168234751107280967","1120779173049401544","1698599269"
"1120771161870049372","1125509062302388374","1114950885978685461","1168234816320307260","1120779173049401544","1698599285"
"1030190939437809785","746780734504566916","1047229898177118338","1169983899099738222","1123202417173999646","1699016299"
