"guildID","prozent"
"925729625580113951","50"
"966811756376776724","100"
"1009124566544695357","50"
"1009875569271377921","20"
"902646143303954562","50"
"858329106726518794","70"
"937398557286228010","40"
"1100073942519140423","10"
"1102163917062549645","40"
"1079807502113316896","80"
"1034911293586554890","40"
"1096705029341188147","40"
"1060633841947131925","70"
"1093910347812982804","10"
