"guildID","channelID","msgID","hostID","endtime","winners","nachrichten","level","rollenID","status","preis"
"984928443173068880","988067378476765324","1021033720901287946","853742600061714482","1663516408",1,,,,Inaktiv,Eine Rolle deiner Wahl
"918191764312051793","987675343764725791","1021045053684195469","785059784604778496","1663938510",1,,,,Aktiv,"1x 1 Jahr Disney+"
"983409995720822804","997451099348934656","1021061073023012924","974992893024546816","1663510390",1,0,0,"1007351529096880138",Inaktiv,lol
"989961082833608795","990290081665413230","1021131145032761424","941750986551205930","1663527936",1,,,,Inaktiv,Preis
"1000066513333661736","1018637869235048538","1021169323051601990","624269212935913472","1663536198",1,1,1,"1018637771222548490",Inaktiv,Sujcu
"1000066513333661736","1018637860183752815","1021170818635530322","624269212935913472","1663536555",1,,,,Inaktiv,kl
"1019243091267424287","1019243770404941884","1021180002617798707","947529541834903582","1663538745",1,0,,,Inaktiv,<@981474299036725268>  verkaufen
"1014445347713593354","1014465484298661888","1021356411881529364","525974888750645249","1663692344",1,5,,"1014471829781487677",Inaktiv,"Farbenfroh Rolle, falls du die schon hast 100 LokPoints"
"1005119105868759162","1015666347725824030","1021446556450291833","941750986551205930","1663602296",1,,,,Inaktiv,preis
"984928443173068880","988067378476765324","1021486082296135781","853742600061714482","1663784460",1,,,,Inaktiv,Eine eigene Rolle
"941803156633956362","941803156633956365","1021488456062488588","714149216787628075","1663612286",1,,,,Inaktiv,candy
"1008758902990569562","1008758904622166022","1022498457501585518","979717048496185416","1663945729",90,50,1,"1008758903200284681",Inaktiv,Nitro Kappa
"948595942448320653","1014574224221937765","1022514802318389379","948565546742452284","1664202526",1,20,,,Inaktiv,"1x Eingerichteten DC ohne member und bots"
"899746479625871441","994920595127017512","1022555560001949736","782276733616783390","1663953043",1,5,,,Inaktiv,Eigene Rolle
"937793977892077668","966611494219423774","1022590929678381118","915266458588688435","1664220676",1,50,2,,Inaktiv,VIP
"1005119105868759162","1005119106959290490","1022918075546357760","941750986551205930","1663953133",1,,,,Inaktiv,Döner
"960991044302946354","1001769892317515796","1023488821653946439","953361295976054786","1664360950",3,70,3,"1001942273904353320",Inaktiv,VIP+ Rolle!
"743909366436200448","986881555647565904","1023610778546348062","782276733616783390","1664118287",2,,,,Inaktiv,VIP
"1014445347713593354","1014465484298661888","1023612720450392184","525974888750645249","1664205090",1,,,"1014471829781487677",Inaktiv,"1 Monat VIP"
"1014445347713593354","1014465484298661888","1024228913104310325","525974888750645249","1664352002",2,5,,"1014466264523091990",Inaktiv,"500 LokPoints"
"937793977892077668","966611494219423774","1024327313766240357","915266458588688435","1664811062",1,5,,,Aktiv,VIP dc & Twitch 🎉50 Follower🎉
"937793977892077668","1021832793090691122","1024400569831542948","915266458588688435","1664479328",1,3,,"1022218752391139364",Inaktiv,VIP
"1019243091267424287","1020430032407113788","1024600558578966579","947529541834903582","1664354269",1,1,1,,Inaktiv,Test
"925729625580113951","925736845436915712","1025052386143780935","824378909985341451","1664721133",1,,,"962753309997932554",Aktiv,Wunschsystem
"925729625580113951","971092445435682907","1025052693955354736","824378909985341451","1664462066",1,,,,Inaktiv,test
"937793977892077668","1021834784240050307","1025079976384548874","915266458588688435","1664554911",1,,,"1022218752391139364",Inaktiv,"20 Dias"
"949612614466535424","1025082121850716211","1025083643355463750","931795662704615444","1664469445",1,10,,"955135812184449035",Inaktiv,Ein netten Opa
"1014445347713593354","1014465484298661888","1025390842246086736","525974888750645249","1664629027",1,,,"1014466264523091990",Aktiv,"500 LokPoints"
"938695296060366859","949242466719125504","1025399652096430181","938691154034180097","1665754327",1,150,,,Aktiv,Gratis Discord-Server!
"1014116444897804408","1014121564242976828","1025684384654839918","693523513792790648","1664612673",2,2,15,"1014116444897804410",Inaktiv,Einen Haufen Scheiße
