"guildID","userID","authorID","msgID","channelID","time"
"966811756376776724","688080245403681005","840122604115329055","1013084820273893386","966811756821364858","1661608643"
"966811756376776724","688080245403681005","941998396934340619","1013084845682995272","966811756821364858","1661608649"
"966811756376776724","688080245403681005","970133330924273714","1013206267436740708","1013205714208038973","1661637598"
