"guildID","userID","grund","time"
"966811756376776724","688080245403681005",telefonieren <a:coolpikac:984068612325253150>,"1661456593"
"1006308113432981514","824378909985341451",Bitte nicht stören,"1661617268"
"1003667793381691392","824378909985341451",Bitte nicht stören,"1661617276"
"998159484671242302","1006952353649393854",darum,"1662400265"
"1001476627718484080","941998396934340619",unterwegs,"1664613702"
