"guildID","userID","anzahl"
"956229444761161758","159985870458322944",6
"993465450484731925","740154534860423229",3
"993465450484731925","740154534860423229",3
"974804274414497802","998676270399377458",3
"973289734057132092","999768879846920253",3
"977632897840349204","980078681911337001",13
"833025915872608276","821085167262498827",2
"833025915872608276","846309495000793098",9
"833025915872608276","428989960809611265",1
"1000400822380798053","925799559576322078",25
"882684482551943178","955887673371934810",60
"1000400822380798053","292953664492929025",5
"1000400822380798053","924772664843833405",171
"971441719222599720","282286160494067712",3
"1000400822380798053","235148962103951360",3
"833025915872608276","399603305984294922",16
"973289734057132092","925799559576322078",243
"916429769007067157","793536375772807169",4
"882684482551943178","282859044593598464",11
"957126049945235547","159985870458322944",1
"882684482551943178","502116014176337930",6
"882684482551943178","903667367790411776",60
"974804274414497802","998325009460244540",6
"973289734057132092","998639627223179446",6
"971441719222599720","994254490863669309",10
"975003655801548860","185638176264683520",1
"996032349638774877","518765641713582100",84
"975003655801548860","989617419406422026",6
"975003655801548860","437808476106784770",1
"973289734057132092","997115443141685341",14
"989961082833608795","997122573647237151",14
"1000400822380798053","854785991923335169",119
"833025915872608276","437808476106784770",4
"977632897840349204","707994502060834827",16
"977632897840349204","910928832536657921",2
"916429769007067157","837618242897051668",3
"977632897840349204","611980065101840384",3
"882684482551943178","660543232807010305",116
"951776421355868231","632865237401468938",6
"977632897840349204","615549489952063516",1
"996032349638774877","952935590406537236",144
"973289734057132092","994301549662720100",2
"916429769007067157","799264301306740777",1
"977632897840349204","840896163494625280",11
"916429769007067157","831053064622440449",41
"984083592110039120","155149108183695360",3
"990137144041406474","948767620092551279",55
"996032349638774877","862031417198247957",98
"882684482551943178","669576046231814165",13
"996032349638774877","510016054391734273",7
"994332164768403596","959775346989879347",36
"916429769007067157","771380506532380744",6
"916429769007067157","990290074950307910",10
"989961082833608795","998146794678661142",5
"916429769007067157","353561938808274955",20
"943483956664356894","980564441512943668",1
"882684482551943178","159985870458322944",3
"996032349638774877","779429488576561193",1
"943483956664356894","962970171876704276",5
"996032349638774877","906187308066283530",4
"973289734057132092","990277428465258527",8
"973289734057132092","990277428465258527",8
"977632897840349204","980564441512943668",1
"882684482551943178","981918775651745832",79
"857546239368101888","990492835176382484",5
"916429769007067157","845339963994538024",7
"916429769007067157","984910250748575776",4
"916429769007067157","983824204547895337",5
"956229444761161758","925799559576322078",5
"916429769007067157","947506356888408114",2
"974804274414497802","155149108183695360",15
"916429769007067157","709423736515854337",7
"916429769007067157","388693327307997186",5
"974804274414497802","961153979474149406",2
"988862173910540308","994301549662720100",2
"974804274414497802","994301549662720100",21
"933706031517802536","737955549307600898",5
"978267068380102656","950716188915273749",1
"966811756376776724","925799559576322078",34
"966811756376776724","840122604115329055",145
"974804274414497802","964223044644114482",4
"974804274414497802","678344927997853742",2
"925729625580113951","840122604115329055",14
"916429769007067157","815217280202833972",8
"996032349638774877","951214932119150662",31
"951776421355868231","789874764500041759",7
"882684482551943178","873234979239383040",48
"860924089653133322","817098045493608458",3
"974804274414497802","892431681020104724",24
"974804274414497802","437808476106784770",3
"785613993145532456","235148962103951360",1
"785613993145532456","486578369878687764",1
"785613993145532456","913833543392714773",5
"785613993145532456","159985870458322944",2
"916429769007067157","747435267224240233",5
"974804274414497802","840255542454124565",3
"916429769007067157","539417439713361950",1
"943483956664356894","965926481563885638",2
"1000400822380798053","855789575876378635",13
"971441719222599720","994230670824067082",5
"990137144041406474","853883137250295828",3
"990137144041406474","437808476106784770",24
"857546239368101888","947583574373187684",5
"989961082833608795","925799559576322078",27
"925729625580113951","941750986551205930",62
"916429769007067157","537255461272027147",1
"994332164768403596","986353878494773312",53
"996032349638774877","691693306890944604",6
"966811756376776724","994999716876136588",5
"807255813923012688","681770687614156811",4
"968162980946673756","983680396506058752",2
"857546239368101888","927949888409452545",5
"916429769007067157","740455736487706634",7
"1000400822380798053","830123497032122379",41
"973289734057132092","997603652359434320",5
"974804274414497802","998294000442294322",5
"995344055158439996","837258284523847723",167
"916429769007067157","897192680944177192",1
"995344055158439996","475744554910351370",2
"882684482551943178","302050872383242240",1
"882684482551943178","518759221098053634",1
"916429769007067157","499991401262481425",28
"882684482551943178","428655825817567261",6
"916429769007067157","292953664492929025",27
"916429769007067157","732136954325499957",33
"962405929779867718","964464383579262997",18
"916429769007067157","770021199240757271",8
"989961082833608795","742772358070403154",2
"916429769007067157","999760718264012810",3
"992960423081037925","870304475326332968",1
"992960423081037925","936487835882618910",1
"992960423081037925","874910942490677270",1
"916429769007067157","733723665694195722",11
"956229444761161758","487270520010702850",27
"801579074816311346","368521195940741122",1
"977268663193321573","859855175225573376",1
"916429769007067157","519151669963915264",2
"916429769007067157","759414011757461505",3
"916429769007067157","968114434276999238",7
"916429769007067157","837705450014769234",6
"916429769007067157","485159417017270273",3
"916429769007067157","776797502421860372",6
"916429769007067157","860130976360038422",5
"916429769007067157","452222847683919880",8
"992960423081037925","503687524724637706",1
"933706031517802536","995959406921523240",56
"933706031517802536","950079023428562964",315
"933706031517802536","925799559576322078",201
"836169138263031808","668426850317500437",18
"913529131931664475","235148962103951360",5
"916429769007067157","939576429878853742",5
"971441719222599720","990129338626236466",1
"943483956664356894","975375922192592927",5
"943483956664356894","975375922192592927",5
"973289734057132092","995698969789341766",5
"943483956664356894","964587451203076206",5
"951924173716996177","235148962103951360",5
"916429769007067157","983828396033335336",4
"956229444761161758","979731413362417664",8
"990688466448834611","992068905898090556",3
"916429769007067157","638006690800861207",3
"916429769007067157","424479703269638145",19
"964960515552059442","966793226163990598",3
"916429769007067157","539121314447753216",4
"916429769007067157","983803829952864317",5
"836132315809316878","999599121436508280",5
"983413416209285190","925799559576322078",1
"966811756376776724","827952900381868072",18
"857546239368101888","996045296482144356",5
"857546239368101888","933393420968403024",5
"916429769007067157","947219634665422928",5
"996032349638774877","1000350396017025135",30
"973289734057132092","980182681931378768",1
"990137144041406474","997351828700266506",1
"997495642823872654","678344927997853742",5
"996032349638774877","687297915076870157",85
"971441719222599720","1000435778612121620",33
"979792377352962148","891007742872002590",25
"964960515552059442","975091204133892156",5
"973289734057132092","997603270975561788",5
"974804274414497802","998293872637661235",5
"943483956664356894","975131701762211840",4
"973289734057132092","997958169575825428",4
"974804274414497802","998294200598679592",4
"996032349638774877","737713239680614491",17
"965566481322606592","925799559576322078",6
"933706031517802536","904004825690300477",18
"836169138263031808","494854025762832390",1
"836169138263031808","913468930964750407",10
"836169138263031808","808639261665394719",13
"947577954026815498","963454751335407637",1
"842649341641883668","950099735023321128",1
"973289734057132092","944309381720334417",57
"833025915872608276","938476171404922880",4
"958306200892620821","712232714413277266",1
"1000400822380798053","557628352828014614",5
"1000400822380798053","959863244510625802",2
"962405929779867718","985948481082515487",2
"989961082833608795","461016766420877332",66
"989961082833608795","927919372821995520",138
"1000400822380798053","1000445788524130374",2
"916429769007067157","997160529388916838",5
"976517042314281010","723181120262242356",10
"976517042314281010","235148962103951360",3
"943483956664356894","965204206216691792",5
"916429769007067157","982935712997441589",5
"916429769007067157","984728762992181299",5
"974804274414497802","999241141830553641",5
"964960515552059442","999243581485236254",5
"996032349638774877","837258284523847723",23
"921045773456642108","999312705708097606",1
"921045773456642108","678344927997853742",67
"836169138263031808","957964005543129108",1
"956229444761161758","998330810987991161",5
"857546239368101888","927235878609371186",5
"921045773456642108","873234979239383040",39
"973289734057132092","1000011463735398512",6
"974804274414497802","1000013773781860452",6
"977632897840349204","999042044024586381",1
"916429769007067157","720750186065952779",13
"989961082833608795","997183528989118604",27
"973289734057132092","1000007914859266128",5
"974804274414497802","1000443798284939367",5
"989961082833608795","714361420409733171",25
"882684482551943178","751078262863822969",8
"943483956664356894","981918775651745832",4
"989961082833608795","965564884572065874",33
"989961082833608795","848144586614505553",6
"951776421355868231","717676410684309526",1
"951776421355868231","661469958458572800",1
"960991044302946354","877485120859287574",1
"857546239368101888","943812609344421888",5
"974804274414497802","1000017178386518056",5
"973289734057132092","1000018990577500160",5
"836132315809316878","901489458204012614",3
"916429769007067157","985474330047696926",3
"989961082833608795","155149108183695360",9
"836132315809316878","901451816628285500",2
"989238450467258418","925799559576322078",34
"836132315809316878","901451672449060884",2
"916429769007067157","985474270190796900",2
"836132315809316878","901489285855846500",2
"984928443173068880","853742600061714482",830
"973289734057132092","994651401198239896",7
"973289734057132092","368521195940741122",9
"973289734057132092","892431681020104724",43
"916429769007067157","984335166971457567",5
"974804274414497802","944309381720334417",2
"989961082833608795","948565546742452284",29
"916429769007067157","985459246416154635",4
"974804274414497802","728994963894960183",2
"964960515552059442","991807730417418250",2
"996032349638774877","968867502086057995",46
"964960515552059442","829765306389102603",14
"933706031517802536","840122604115329055",3
"975003655801548860","614096942112440383",1
"989961082833608795","775432882474450965",12
"996032349638774877","686212997521211436",397
"989961082833608795","996428017507242159",1
"973289734057132092","980460716345683978",5
"947095698426433616","678344927997853742",2
"836132315809316878","831222668178489386",23
"996032349638774877","946437098553090109",6
"971441719222599720","994231119845281822",7
"971441719222599720","994231119845281822",7
"968162980946673756","999333511746031708",4
"968162980946673756","999333573452640256",4
"952132126378172426","952172904685142076",1
"952132126378172426","959734477456818196",3
"993465450484731925","692440194019885136",3
"956229444761161758","996530708854079620",1
"857546239368101888","932288454337896498",4
"857546239368101888","983337157416595456",4
"913529131931664475","941068048822067200",4
"916429769007067157","850441745723686932",26
"956229444761161758","897402355476213800",11
"989961082833608795","983366258131075093",3
"956229444761161758","989220432429318225",2
"984928443173068880","490707751832649738",161
"916429769007067157","979401193526804510",2
"956229444761161758","235148962103951360",2
"933706031517802536","973629295912169563",4
"989961082833608795","784708469495300106",48
"836132315809316878","679706007219339376",4
"1000400822380798053","736594880117342219",3
"973289734057132092","993962236018167958",4
"836132315809316878","772443703398629407",2
"989961082833608795","800790744150835272",13
"985652191698231316","965939928422830111",12
"984928443173068880","292953664492929025",12
"966811756376776724","282859044593598464",1
"996032349638774877","547905866255433758",99
"984928443173068880","925799559576322078",255
"984928443173068880","986721667646627861",274
"989961082833608795","997539765408759930",3
"974804274414497802","998295864692985946",3
"925729625580113951","853742600061714482",175
"916429769007067157","667789781891153941",1
"996032349638774877","969984767376384120",2
"996032349638774877","966763433510961223",21
"989961082833608795","274974940732850178",1
"973289734057132092","984107997808705596",1
"943483956664356894","983372690092089364",4
"956229444761161758","985822485146640384",4
"966811756376776724","980805207527137290",4
"916429769007067157","984089246514159676",4
"997495642823872654","825258664020541451",4
"990137144041406474","973040268909617232",160
"990137144041406474","812359798640214056",103
"811533539320922132","461016766420877332",27
"973289734057132092","678344927997853742",1
"990137144041406474","716390085896962058",1
"990137144041406474","458276816071950337",13
"990137144041406474","810526674025316412",25
"990137144041406474","825617171589759006",38
"990137144041406474","561504018128437259",7
"990137144041406474","891320935720824902",22
"932850340313853972","375805687529209857",2
"990137144041406474","572852741471207479",3
"990137144041406474","706935674800177193",9
"990137144041406474","563434444321587202",13
"990137144041406474","155149108183695360",36
"990137144041406474","471749111125770250",32
"971441719222599720","994231184538206359",5
"990137144041406474","974556261444112455",9
"990137144041406474","760760407798448138",2
"990137144041406474","720351927581278219",4
"989961082833608795","925836174642257922",2
"990137144041406474","919159349237121024",2
"990137144041406474","543624467398524935",1
"921045773456642108","955887673371934810",5
"974804274414497802","783063661106167878",1
"932850340313853972","512002083143155732",3
"938835740698243082","904796814740455444",3
"938835740698243082","282859044593598464",22
"985984088387248148","659668799846481930",1
"891645485637595176","681770687614156811",3
"989961082833608795","799543456329629716",97
"962405929779867718","986344504846086206",1
"913529131931664475","963383826669776926",1
"994332164768403596","953361295976054786",1
"989961082833608795","892431681020104724",5
"960991044302946354","292705655809114113",8
"965566481322606592","661469958458572800",19
"1000477683517505661","925799559576322078",6
"1000477683517505661","408785106942164992",6
"1000477683517505661","452763583348998155",2
"996032349638774877","861319236470177813",97
"1000477683517505661","510016054391734273",1
"977632897840349204","844488878614118421",1
"977632897840349204","977933536172605551",3
"1000477683517505661","475744554910351370",1
"985652191698231316","493716749342998541",6
"985652191698231316","116275390695079945",6
"974804274414497802","998293550867431514",2
"1000477683517505661","159985870458322944",6
"943483956664356894","964529761315586078",3
"977632897840349204","159985870458322944",4
"1000477683517505661","854340159096750090",29
"1000477683517505661","235148962103951360",2
"995344055158439996","966763433510961223",126
"995344055158439996","705805758125834241",37
"882684482551943178","457547259744223233",1
"995344055158439996","925799559576322078",275
"966811756376776724","737955549307600898",1
"990137144041406474","235148962103951360",25
"960991044302946354","926748155637301258",7
"990137144041406474","270904126974590976",3
"971771931705630730","947805897885909062",2
"971771931705630730","579155972115660803",2
"971771931705630730","957157518772146258",2
"971771931705630730","825499706724843573",4
"971771931705630730","854081099638112256",2
"971771931705630730","803148762112983040",1
"971771931705630730","543771182936358912",1
"971771931705630730","429656936435286016",1
"971771931705630730","941858015722741801",1
"971771931705630730","795050413279019028",1
"971771931705630730","951038669421162556",1
"971771931705630730","235148962103951360",1
"971771931705630730","940656945801609266",1
"971771931705630730","454564411596865537",1
"971771931705630730","955923021732913254",1
"971771931705630730","952649023230197792",1
"971771931705630730","948280669367312404",1
"971771931705630730","952649412566478888",1
"971771931705630730","938376453286936607",1
"971771931705630730","945683386100514827",1
"971771931705630730","746781930078601367",1
"971771931705630730","947731990688444427",1
"971771931705630730","866724046463959130",1
"971771931705630730","741412043411816488",1
"971771931705630730","957969843343200276",1
"971771931705630730","957355470459383918",1
"971771931705630730","733409243222507670",1
"971771931705630730","871685813543501834",1
"971771931705630730","960988273092722718",1
"971771931705630730","629290905723076609",1
"971771931705630730","949038953313476648",1
"971771931705630730","949117921009995827",1
"971771931705630730","946739224999252008",1
"971771931705630730","815967191467163658",1
"971771931705630730","801448369040916531",1
"971771931705630730","426537812993638400",1
"971771931705630730","949105733750915122",1
"971771931705630730","874184247731171348",1
"995344055158439996","159985870458322944",6
"990137144041406474","987062493916586045",9
"942775434611941396","892431681020104724",3
"942775434611941396","925799559576322078",1
"951776421355868231","279217052521201664",1
"1000477683517505661","858086575120187432",6
"913529131931664475","615549489952063516",1
"833025915872608276","601504960219316374",1
"974804274414497802","1000017572579770541",1
"971771931705630730","956585033475436684",2
"811533539320922132","995959406921523240",88
"801579074816311346","960106338623574036",2
"964960515552059442","965644554973888523",2
"916429769007067157","984468013770223697",2
"842649341641883668","992829735723860020",2
"833025915872608276","791748695384391690",8
"984083592110039120","994668996987195413",1
"989961082833608795","661469958458572800",5
"989961082833608795","235148962103951360",1
"916429769007067157","978580493119389716",265
"973289734057132092","998221924473770024",1
"994637056192032768","981918775651745832",1
"977632897840349204","437621658786725903",1
"977632897840349204","706935674800177193",1
"977632897840349204","437808476106784770",1
"974804274414497802","966708186717503518",4
"951776421355868231","886256372415623278",1
"966811756376776724","951464632030212136",1
"997609301617156187","282859044593598464",1
"951776421355868231","581926354879119482",5
"947095698426433616","922934388927365130",1
"991424069331341403","996448878775783484",1
"951776421355868231","696651784516796508",2
"933706031517802536","781497490263638066",91
"971771931705630730","718493970652594217",1
"973289734057132092","270904126974590976",8
"990137144041406474","817946244252565513",1
"957126049945235547","967046521411493938",1
"990137144041406474","801545991542145026",1
"973289734057132092","996028426580402276",18
"996032349638774877","847053490994806824",45
"989961082833608795","979726436132876319",11
"990137144041406474","969295210641256518",2
"990137144041406474","294882584201003009",3
"916429769007067157","978330960611410052",1
"916429769007067157","919549400919986176",3
"973289734057132092","938183013974552626",1
"969202851760967700","925799559576322078",5
"969202851760967700","393673098441785349",70
"969202851760967700","282859044593598464",21
"969202851760967700","664508672713424926",2
"962405929779867718","986371093143105567",1
"990137144041406474","995834600981020773",11
"990137144041406474","986089234857361418",2
"969202851760967700","270904126974590976",153
"990137144041406474","932455367777067079",1
"969202851760967700","968583201511600128",12
"969202851760967700","925717234897285120",89
"992337727297163278","678344927997853742",3
"969202851760967700","646937666251915264",2
"977632897840349204","895358626452107274",2
"985652191698231316","688665247858556954",1
"964960515552059442","159985870458322944",3
"964960515552059442","865166611991232522",42
"933706031517802536","824378909985341451",3
"984928443173068880","986732812256284733",4
"984928443173068880","155149108183695360",3
"984928443173068880","986728263747530773",1
"990137144041406474","298796807323123712",1
"977632897840349204","476075977647194132",4
"990137144041406474","426537812993638400",1
"968162980946673756","844488878614118421",1
"990137144041406474","571661221854707713",2
"984928443173068880","770199669141536768",14
"833025915872608276","595587919176007681",4
"943483956664356894","957659244054855690",2
"995344055158439996","884392987558309949",2
"990137144041406474","783708073390112830",1
"990137144041406474","815650627970793474",1
"990137144041406474","925799559576322078",1
"956229444761161758","853229019750334495",3
"676115729124425737","678344927997853742",83
"676115729124425737","368521195940741122",5
"676115729124425737","368521195940741122",5
"956229444761161758","678344927997853742",1
"964960515552059442","721467797238186074",16
"916429769007067157","990552619229523972",2
"956229444761161758","996770591061319823",12
"956229444761161758","984107997808705596",1
"964960515552059442","301784354265497611",1
"964960515552059442","368521195940741122",1
"966811756376776724","982680938431545434",2
"996816540806696980","997104110270685235",2
"988862173910540308","989989861828202527",1
"916429769007067157","984076053150593054",2
"933706031517802536","461016766420877332",5
"989961082833608795","802181685412102164",13
"964960515552059442","872492977384202341",1
"996032349638774877","404367038753275904",6
"960281078898249729","870304475326332968",2
"996032349638774877","715589308899393586",6
"992503794338381924","159985870458322944",1
"905892043807678504","925799559576322078",42
"905892043807678504","618805150756110336",31
"966811756376776724","977553686328918049",1
"916429769007067157","984044214323126302",1
"916429769007067157","449573401229656084",10
"987049442706325514","777561457662361610",17
"996032349638774877","951134502795739197",1
"966811756376776724","811868517775179797",1
"989961082833608795","830778367367708753",1
"932850340313853972","925476738241282088",2
"932850340313853972","857720931236446208",1
"956229444761161758","1000491750655262892",1
"787034032776413274","796030048502939698",1
"957126049945235547","690887903047581697",1
"801579074816311346","955227884543434852",1
"994332164768403596","926748155637301258",2
"857546239368101888","557628352828014614",3
"1000557173593612408","925799559576322078",18
"1000557173593612408","994301549662720100",9
"964960515552059442","802501784862064640",11
"785613993145532456","913109405954883654",1
"965313619187355678","436212260587831316",1
"960281078898249729","936840899693006848",4
"960281078898249729","572852741471207479",1
"960281078898249729","818530891302699058",1
"960281078898249729","821745679973220364",1
"960281078898249729","856211082720444456",1
"960281078898249729","550786131336232961",1
"960281078898249729","799472437489172500",1
"960281078898249729","789396082564005938",1
"960281078898249729","893235977110310943",1
"997495642823872654","437808476106784770",1
"1000582271209840711","601241235474350122",1
"1000582271209840711","925799559576322078",2
"1000582271209840711","383995098754711555",1
"1000582271209840711","870304475326332968",1
"1000582271209840711","816152179101663312",1
"1000582271209840711","442084572566650880",2
"1000582271209840711","733861753766674452",1
"1000582271209840711","476303446547365891",1
"1000582271209840711","845609650844860416",2
"1000582271209840711","476303446547365891",1
"1000582271209840711","856599075700342804",1
"1000582271209840711","938837213926547467",1
"1000582271209840711","938837213926547467",1
"1000582271209840711","213466096718708737",2
"1000582271209840711","704802632660943089",1
"1000582271209840711","796756364331450388",1
"1000582271209840711","356065937318871041",1
"1000582271209840711","559426966151757824",1
"1000582271209840711","716293342740348948",1
"891645485637595176","749206667861819484",4
"965313619187355678","159985870458322944",1
"985652191698231316","292348193214169090",1
"966811756376776724","816628412185051207",4
"966811756376776724","292953664492929025",2
"916429769007067157","958299949706137620",1
"966811756376776724","795382631318814730",2
"1000557173593612408","896342529799254027",5
"985653545598582824","997384537099218984",35
"985653545598582824","997706351721590805",56
"985653545598582824","925799559576322078",1
"985653545598582824","997706333644144662",88
"985653545598582824","992112972262543531",28
"981988517594923008","993232484881928254",4
"985653545598582824","850888600447221800",1
"985653545598582824","836444964229218327",98
"985653545598582824","356950275044671499",12
"985653545598582824","744284134397968425",1
"985653545598582824","789822495141658674",1
"985653545598582824","431837317246877698",14
"985653545598582824","155149108183695360",49
"985653545598582824","861600441430573106",4
"985653545598582824","641385620530266125",3
"985653545598582824","663156194717728825",3
"985653545598582824","819241503611420753",1
"985653545598582824","330416853971107840",1
"985653545598582824","688066309887492145",1
"985653545598582824","703886990948565003",2
"985653545598582824","864932424181350421",2
"985653545598582824","786569661231005716",1
"985653545598582824","997384363492786258",2
"985653545598582824","974927896701435944",1
"985653545598582824","235148962103951360",19
"985653545598582824","1000498266036785212",4
"985653545598582824","571027211407196161",1
"985653545598582824","519850436899897346",4
"985653545598582824","856741116912861276",13
"985653545598582824","720351927581278219",2
"985653545598582824","553610702439579669",2
"985653545598582824","242730576195354624",3
"985653545598582824","925516026962124911",6
"985653545598582824","204255221017214977",3
"985653545598582824","563434444321587202",1
"985653545598582824","1000629284337094676",1
"985653545598582824","80528701850124288",2
"985653545598582824","792095971894624266",1
"985653545598582824","1000515905580699678",1
"985653545598582824","536991182035746816",2
"985653545598582824","302050872383242240",6
"964960515552059442","976137415267872768",1
"971441719222599720","302050872383242240",1
"973289734057132092","925836174642257922",1
"999711820262674522","840122604115329055",17
"973984199545602148","980908433349967892",1
"947095698426433616","995652962456190976",1
"973289734057132092","1000131803987853463",2
"916429769007067157","826534017376714836",3
"966811756376776724","989404318086094898",5
"966811756376776724","995020153320378378",2
"761878918625886210","159985870458322944",1
"987049442706325514","701813696413827142",17
"987049442706325514","408785106942164992",2
"975003655801548860","995592328288948266",15
"842649341641883668","950098723290095737",1
"975003655801548860","292953664492929025",7
"994332164768403596","873922994718773278",25
