"guildID","userID","grund","warnID"
"966978675251744779","676001622186262528","Löscht nachrichten von Leitung+
`Verwarnung erstellt am 11.05.2022`",1
"950498508690042890","927723500444213308","wegen neidisch
`Verwarnung erstellt am 11.05.2022`",1
"968162980946673756","971033401903702048","unnötige Bewerbungen
`Verwarnung erstellt am 12.05.2022`",1
"966978675251744779","676001622186262528","test
`Verwarnung erstellt am 12.05.2022`",2
"933706031517802536","352793093105254402","Hat ein verbotenes Wort gesendet: ||vollidiot||
`Verwarnung erstellt am 13.05.2022`",4
"933706031517802536","507436719339995136","Spam/Fake News
`Verwarnung erstellt am 15.05.2022`",4
"966811756376776724","970717177088970762","Hat ein verbotenes Wort gesendet: ||hurensohn||
`Verwarnung erstellt am 15.05.2022`",1
"933706031517802536","788892015756312607","Ausnutzung des Supportes
`Verwarnung erstellt am 16.05.2022`",1
"965566481322606592","975660867813249090","Pinged!
`Verwarnung erstellt am 16.05.2022`",1
"965566481322606592","766351160498978866","PINGED ME AGAIN
`Verwarnung erstellt am 16.05.2022`",1
"971122193918476298","656506779303149579","Team Inaktivität!
`Verwarnung erstellt am 16.05.2022`",1
"966811756376776724","961671740902215751","Hat ein verbotenes Wort gesendet: ||hurensohn||
`Verwarnung erstellt am 16.05.2022`",1
"965566481322606592","758368724192722966","ping
`Verwarnung erstellt am 16.05.2022`",1
"933706031517802536","416015508303904779","Hat ein verbotenes Wort gesendet: ||hure||
`Verwarnung erstellt am 17.05.2022`",1
"933706031517802536","416015508303904779","Hat ein verbotenes Wort gesendet: ||hure||
`Verwarnung erstellt am 17.05.2022`",2
"933706031517802536","609148553968877638","Hat ein verbotenes Wort gesendet: ||hure||
`Verwarnung erstellt am 17.05.2022`",1
"933706031517802536","507436719339995136","DM Werbung
`Verwarnung erstellt am 17.05.2022`",5
"909767478148751440","910265098117992529","keine Nachrichten dieser Art
`Verwarnung erstellt am 19.05.2022`",1
"971122193918476298","890595220532658247","Inaktivität als Teamler bitte mal wieder online kommen leichter warn passiert nichts ist nur eine Mitteilung
`Verwarnung erstellt am 19.05.2022`",1
"933706031517802536","947298447889928223","Spam
`Verwarnung erstellt am 20.05.2022`",1
"950498508690042890","964223353550405672","wegen mobben
`Verwarnung erstellt am 21.05.2022`",1
"965566481322606592","947298447889928223","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 21.05.2022`",1
"965566481322606592","947298447889928223","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 21.05.2022`",2
"965566481322606592","947298447889928223","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 21.05.2022`",3
"933706031517802536","947298447889928223","Hat ein verbotenes Wort gesendet: ||pussy||
`Verwarnung erstellt am 21.05.2022`",2
"965566481322606592","947298447889928223","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 21.05.2022`",4
"933706031517802536","507436719339995136","Respektloses Verhahalten/Pingen anderer Leute
`Verwarnung erstellt am 22.05.2022`",6
"933706031517802536","776732742762758155","2.acc zum umgehen einer Strafe/ pingt einfach Leute 10 mal
`Verwarnung erstellt am 22.05.2022`",1
"977847373579554857","507436719339995136","WERBUNG
`Verwarnung erstellt am 22.05.2022`",1
"933706031517802536","331109080741576705","Hat ein verbotenes Wort gesendet: ||hure||
`Verwarnung erstellt am 22.05.2022`",1
"968162980946673756","911736631634034740","Beleidigung gegen den Server
`Verwarnung erstellt am 23.05.2022`",1
"965566481322606592","969534936849723443","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 24.05.2022`",1
"965566481322606592","969534936849723443","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 24.05.2022`",2
"943483956664356894","646287894717399040","kek keine Werbung im chat
`Verwarnung erstellt am 24.05.2022`",1
"909767478148751440","720700352730497155","Beleidigen
`Verwarnung erstellt am 24.05.2022`",1
"965566481322606592","737955549307600898","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 24.05.2022`",1
"933706031517802536","941750986551205930","Unnötiges Feddback
`Verwarnung erstellt am 24.05.2022`",1
"950498508690042890","901374218778869811","Weil ich's kann
`Verwarnung erstellt am 26.05.2022`",1
"977632897840349204","840896163494625280","jaja
`Verwarnung erstellt am 27.05.2022`",1
"977632897840349204","707994502060834827","kacken
`Verwarnung erstellt am 27.05.2022`",1
"977632897840349204","840896163494625280","su wirst in 10 min von Discord gebannt
`Verwarnung erstellt am 27.05.2022`",2
"977632897840349204","707994502060834827","ANZEIGE IST JETZT SCHON RAUS SORRY
`Verwarnung erstellt am 27.05.2022`",2
"965566481322606592","824378909985341451","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 27.05.2022`",1
"950498508690042890","898091616072503326","Werbung
`Verwarnung erstellt am 27.05.2022`",1
"943483956664356894","770192165515034626","Werbung im ticket
`Verwarnung erstellt am 28.05.2022`",1
"896713953412001793","803693555226771466","d
`Verwarnung erstellt am 28.05.2022`",1
"925729625580113951","941750986551205930","DM Werbung
`Verwarnung erstellt am 29.05.2022`",4
"979728374111039578","936976913711386654","beleidigung
`Verwarnung erstellt am 29.05.2022`",1
"965566481322606592","924667459112427570","please do your duties as a moderator and don't just collect your winnings!!!
`Verwarnung erstellt am 29.05.2022`",1
"896713953412001793","737955549307600898","Wenn du Online Bist melde dich Sofort Im Support - Anstiftung
`Verwarnung erstellt am 30.05.2022`",1
"965566481322606592","752555494169772173","don't open so many tickets!!
`Verwarnung erstellt am 30.05.2022`",1
"979728374111039578","891409621745549354","gey
`Verwarnung erstellt am 30.05.2022`",1
"979728374111039578","293824686838644737","Hat ein verbotenes Wort gesendet: ||ohne löschen||
`Verwarnung erstellt am 30.05.2022`",1
"979728374111039578","891409621745549354","beleidigung
`Verwarnung erstellt am 31.05.2022`",2
"896713953412001793","803693555226771466","Test - Beleidigung
`Verwarnung erstellt am 31.05.2022`",2
"976893015614435328","764157181285105685","Test
`Verwarnung erstellt am 01.06.2022`",1
"933706031517802536","720602314456432646","Nerven in Minecraft und Join/Leave Spam
`Verwarnung erstellt am 02.06.2022`",1
"976893015614435328","802877559544872960","Verdient
`Verwarnung erstellt am 02.06.2022`",1
"965566481322606592","623194138648772608","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 02.06.2022`",1
"965566481322606592","924667459112427570","Hat ein verbotenes Wort gesendet: ||Dumb||
`Verwarnung erstellt am 03.06.2022`",2
"736525651628130375","821710110870077461","s
`Verwarnung erstellt am 04.06.2022`",1
"966811756376776724","439785537403093003","Rassistische Beleidigung
`Verwarnung erstellt am 04.06.2022`",1
"896713953412001793","889207072854507600","Respektlosiges Verhalten // Schwere Beleidigung
`Verwarnung erstellt am 04.06.2022`",1
"965566481322606592","729250223188344912","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 05.06.2022`",1
"965566481322606592","729250223188344912","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 05.06.2022`",2
"965566481322606592","729250223188344912","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 05.06.2022`",3
"965566481322606592","729250223188344912","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 05.06.2022`",4
"965566481322606592","738800213271117964","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 05.06.2022`",1
"965566481322606592","745013154332934174","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 06.06.2022`",1
"965566481322606592","745013154332934174","Hat ein verbotenes Wort gesendet: ||ass||
`Verwarnung erstellt am 06.06.2022`",2
"896713953412001793","779757411602923570","Melde dich Bite Im DarkWolf Support!
`Verwarnung erstellt am 07.06.2022`",1
"896713953412001793","779757411602923570","Melde dich bis 14:00 Im Support auf DarkWolf, Ansonsen wirst du von der Moderation Gebann.
`Verwarnung erstellt am 07.06.2022`",2
"896713953412001793","983688716637847572","Support Ausnutzung
`Verwarnung erstellt am 07.06.2022`",1
"933706031517802536","820332381826842655","Versuche everyone zu pingen
`Verwarnung erstellt am 07.06.2022`",1
"983413416209285190","722003331672834058","Grundloses Pingen
`Verwarnung erstellt am 07.06.2022`",1
"983413416209285190","722003331672834058","Grundloses Pingen nach Ermahnung
`Verwarnung erstellt am 07.06.2022`",2
"983413416209285190","722003331672834058","Mehrfaches grundloses Pingen
`Verwarnung erstellt am 07.06.2022`",3
"925729625580113951","743766960180822067","DM Werbung
`Verwarnung erstellt am 09.06.2022`",1
"896713953412001793","948620393755836456","Respektlosigkeit // Brüllen Ins Mic
`Verwarnung erstellt am 09.06.2022`",1
"896713953412001793","948620393755836456","Du wurdest aus dem Knast Entlassen!
`Verwarnung erstellt am 09.06.2022`",2
"896713953412001793","838688063755518012","You has been Jailed In ""DarkWolf"", Please Contact the Support via Ticket for Help!
`Verwarnung erstellt am 09.06.2022`",1
"933706031517802536","592124987150696460","Hat ein verbotenes Wort gesendet: ||porno||
`Verwarnung erstellt am 09.06.2022`",1
"915135748846538772","942799934934093884","Hat ein verbotenes Wort gesendet: ||Hs||
`Verwarnung erstellt am 10.06.2022`",1
"915135748846538772","942799934934093884","Hat ein verbotenes Wort gesendet: ||Hs||
`Verwarnung erstellt am 10.06.2022`",2
"984828890755268639","794901871398879232","geh mit Servervorschlägen in <#984857661612888185>
`Verwarnung erstellt am 11.06.2022`",1
"980820559065661511","904072386192736296","er wollte mich warnen
`Verwarnung erstellt am 11.06.2022`",1
"977632897840349204","840896163494625280","zu viele vbux
`Verwarnung erstellt am 16.06.2022`",3
"977632897840349204","904666156772757524","zu viele vbux
`Verwarnung erstellt am 16.06.2022`",1
"977632897840349204","840896163494625280","vbux
`Verwarnung erstellt am 16.06.2022`",4
"977632897840349204","840896163494625280","vbux
`Verwarnung erstellt am 16.06.2022`",5
"977632897840349204","840896163494625280","vbux
`Verwarnung erstellt am 16.06.2022`",6
"977632897840349204","840896163494625280","zu viele webucks
`Verwarnung erstellt am 16.06.2022`",7
"977632897840349204","840896163494625280","zu viele webucks
`Verwarnung erstellt am 16.06.2022`",8
"977632897840349204","840896163494625280","zu viele webucks
`Verwarnung erstellt am 16.06.2022`",9
"977632897840349204","840896163494625280","zu viele webucks
`Verwarnung erstellt am 16.06.2022`",10
"977632897840349204","840896163494625280","zu viele webucks
`Verwarnung erstellt am 16.06.2022`",11
"977632897840349204","904666156772757524","sus
`Verwarnung erstellt am 16.06.2022`",2
"983413416209285190","722003331672834058","Unnötiges Pingen
`Verwarnung erstellt am 18.06.2022`",4
"933706031517802536","936903830409449503","spam
`Verwarnung erstellt am 20.06.2022`",1
"915135748846538772","503951854062010369","Hat ein verbotenes Wort gesendet: ||Hs||
`Verwarnung erstellt am 21.06.2022`",1
"915135748846538772","503951854062010369","Hat ein verbotenes Wort gesendet: ||Hs||
`Verwarnung erstellt am 21.06.2022`",2
"915135748846538772","503951854062010369","Hat ein verbotenes Wort gesendet: ||Hs||
`Verwarnung erstellt am 21.06.2022`",3
"915135748846538772","503951854062010369","Hat ein verbotenes Wort gesendet: ||Hs||
`Verwarnung erstellt am 21.06.2022`",4
"933706031517802536","795382631318814730","Hat ein verbotenes Wort gesendet: ||hure||
`Verwarnung erstellt am 22.06.2022`",1
"933706031517802536","844488878614118421","Hat ein verbotenes Wort gesendet: ||fick||
`Verwarnung erstellt am 22.06.2022`",1
"933706031517802536","987092815928516658","Hat ein verbotenes Wort gesendet: ||pussy||
`Verwarnung erstellt am 22.06.2022`",1
"933706031517802536","987092815928516658","Hat ein verbotenes Wort gesendet: ||pussy||
`Verwarnung erstellt am 22.06.2022`",2
"933706031517802536","947176753502224384","Hat ein verbotenes Wort gesendet: ||hure||
`Verwarnung erstellt am 22.06.2022`",1
"933706031517802536","947176753502224384","Hat ein verbotenes Wort gesendet: ||hure||
`Verwarnung erstellt am 22.06.2022`",2
"915135748846538772","443102781537255445","Hat ein verbotenes Wort gesendet: ||Hs||
`Verwarnung erstellt am 22.06.2022`",1
"933706031517802536","795658412410142750","Hat ein verbotenes Wort gesendet: ||dumbass||
`Verwarnung erstellt am 22.06.2022`",1
"915135748846538772","503951854062010369","Hat ein verbotenes Wort gesendet: ||Hs||
`Verwarnung erstellt am 22.06.2022`",5
"915135748846538772","443102781537255445","Hat ein verbotenes Wort gesendet: ||Hs||
`Verwarnung erstellt am 22.06.2022`",2
"933706031517802536","831222668178489386","Hat ein verbotenes Wort gesendet: ||hure||
`Verwarnung erstellt am 23.06.2022`",1
"925729625580113951","737955549307600898","DM Werbung
`Verwarnung erstellt am 25.06.2022`",1
"853662631130300458","716731201276346418","Test
`Verwarnung erstellt am 25.06.2022`",1
"853662631130300458","536991182035746816","1
`Verwarnung erstellt am 25.06.2022`",1
"853662631130300458","536991182035746816","2
`Verwarnung erstellt am 25.06.2022`",2
"853662631130300458","536991182035746816","2
`Verwarnung erstellt am 25.06.2022`",3
"988321667522629683","968476144443732018","Hat ein verbotenes Wort gesendet: ||hurensohn||
`Verwarnung erstellt am 27.06.2022`",1
"984828890755268639","976100030345801759","Du hast dich nicht an die Abmachung gehalten, und meinen Befehl missachtet. Hör auf unter 40 Membern Accounts zu droppen.
`Verwarnung erstellt am 29.06.2022`",1
"925729625580113951","989404318086094898","Hat ein verbotenes Wort gesendet: ||scheiß||
`Verwarnung erstellt am 30.06.2022`",1
"983413416209285190","718801293891600396","Beleidigung gegenüber Team.
`Verwarnung erstellt am 02.07.2022`",1
"983413416209285190","802559599562719292","Kaka mit soße
`Verwarnung erstellt am 02.07.2022`",1
"964960515552059442","941750986551205930","zu starkes pingen
`Verwarnung erstellt am 07.07.2022`",1
"966811756376776724","751775064273322014","Hat ein verbotenes Wort gesendet: ||hurensohn||
`Verwarnung erstellt am 07.07.2022`",1
"925729625580113951","785059784604778496","Hat die Caps Sperre von 50% überschritten. Die Nachricht beinhaltete 100% Caps.
`Verwarnung erstellt am 12.07.2022`",1
"973289734057132092","994301549662720100","Beleidigung
`Verwarnung erstellt am 14.07.2022`",1
"974804274414497802","926182048832557086","Für Fortnite
`Verwarnung erstellt am 14.07.2022`",1
"977632897840349204","904666156772757524","susy
`Verwarnung erstellt am 16.07.2022`",3
"925729625580113951","857218990463385600","Hat die Caps Sperre von 50% überschritten. Die Nachricht beinhaltete 60% Caps.
`Verwarnung erstellt am 16.07.2022`",1
"925729625580113951","857218990463385600","Hat die Caps Sperre von 50% überschritten. Die Nachricht beinhaltete 60% Caps.
`Verwarnung erstellt am 16.07.2022`",2
"925729625580113951","857218990463385600","Hat die Caps Sperre von 50% überschritten. Die Nachricht beinhaltete 80% Caps.
`Verwarnung erstellt am 17.07.2022`",3
"925729625580113951","853742600061714482","Hat die Caps Sperre von 50% überschritten. Die Nachricht beinhaltete 100% Caps.
`Verwarnung erstellt am 19.07.2022`",1
"966811756376776724","799618566730678323","Hat die Caps Sperre von 100% überschritten. Die Nachricht beinhaltete 100% Caps.
`Verwarnung erstellt am 19.07.2022`",1
"925729625580113951","941750986551205930","Hat die Caps Sperre von 50% überschritten. Die Nachricht beinhaltete 100% Caps.
`Verwarnung erstellt am 20.07.2022`",5
"971441719222599720","804711807880265788","einfach zum test
`Verwarnung erstellt am 20.07.2022`",1
"925729625580113951","941750986551205930","Hat die Caps Sperre von 50% überschritten. Die Nachricht beinhaltete 80% Caps.
`Verwarnung erstellt am 20.07.2022`",6
"966811756376776724","685782163496370177","Hat die Caps Sperre von 100% überschritten. Die Nachricht beinhaltete 100% Caps.
`Verwarnung erstellt am 21.07.2022`",1
"966811756376776724","685782163496370177","Hat die Caps Sperre von 100% überschritten. Die Nachricht beinhaltete 100% Caps.
`Verwarnung erstellt am 21.07.2022`",2
"966811756376776724","685782163496370177","Hat die Caps Sperre von 100% überschritten. Die Nachricht beinhaltete 100% Caps.
`Verwarnung erstellt am 21.07.2022`",3
"925729625580113951","941750986551205930","Hat die Caps Sperre von 50% überschritten. Die Nachricht beinhaltete 86% Caps.
`Verwarnung erstellt am 21.07.2022`",7
"925729625580113951","853742600061714482","Hat die Caps Sperre von 50% überschritten. Die Nachricht beinhaltete 67% Caps.
`Verwarnung erstellt am 21.07.2022`",2
"882684482551943178","839484141728170055","beleidigt/hatet Server
`Verwarnung erstellt am 22.07.2022`",1
"882684482551943178","839484141728170055","Teammitglied beleidigt
`Verwarnung erstellt am 22.07.2022`",2
"973289734057132092","980460716345683978","Beleidigung
`Verwarnung erstellt am 22.07.2022`",1
"951776421355868231","824378909985341451","Ausnutzung von Serverschwäche
`Verwarnung erstellt am 22.07.2022`",1
"974804274414497802","728994963894960183","Schaltet Werbung in Tickets
`Verwarnung erstellt am 23.07.2022`",1
"951776421355868231","756501308760129676","Beleidigung
`Verwarnung erstellt am 24.07.2022`",1
