"userID","anzahl"
"824378909985341451",4
"995959406921523240",204
"989404318086094898",18
"853742600061714482",5
"951214932119150662",3
"461016766420877332",25
"963554907783323678",3
"935241618213204008",3
"904004825690300477",1
"966763433510961223",2
"995912905818116196",1
"868527841812299846",6
"997928770122022945",13
"790936967302479922",3
