"guildID","userID","authorID","msgID","channelID","time"
"1034903696271753266","213586333677912064","1081535614039629894","1108503143098097756","1034909784845058139","1684358144"
"1034903696271753266","213586333677912064","815843018048798741","1108511160204009482","1034909784845058139","1684360055"
